# SQM interaction energies (kcal/mol)
system	"PM6"	"PM6-D3H4"	"PM6-D3H4X"	"PM6-D3H4'X"	"PM7"	"DFTB3"	"DFTB3-D3"	"DFTB3-D3H4"	"DFTB3-D3H5"	"DFTB3-D3H5'"	"GFN-XTB2"
3.16_125	-0.817	-1.502	-1.509	-2.656	-1.751	-0.327	-1.256	-1.247	-1.249	-1.249	-2.120
3.16_150	-0.605	-0.984	-0.988	-1.644	-1.691	-0.160	-0.716	-0.641	-0.642	-0.642	-1.171
3.16_200	-0.215	-0.310	-0.311	-0.324	-0.574	-0.065	-0.221	-0.177	-0.177	-0.177	-0.406
3.17_080	10.998	7.328	7.322	5.728	14.469	5.910	3.291	1.114	1.972	1.972	2.052
3.17_085	7.089	3.676	3.671	1.897	10.186	3.480	0.992	-1.106	-0.330	-0.330	-0.304
3.17_090	4.184	1.063	1.060	-0.864	7.036	2.004	-0.352	-2.278	-1.606	-1.606	-1.836
3.17_095	2.254	-0.564	-0.567	-2.605	4.674	1.318	-0.902	-2.568	-2.008	-2.008	-2.758
3.17_100	1.132	-1.395	-1.396	-3.512	2.877	1.068	-1.016	-2.404	-1.953	-1.953	-3.222
3.17_105	0.538	-1.719	-1.721	-3.875	1.484	1.029	-0.920	-2.064	-1.712	-1.712	-3.366
3.17_110	0.208	-1.802	-1.803	-3.959	0.407	1.068	-0.746	-1.703	-1.438	-1.438	-3.307
3.17_125	-0.319	-1.669	-1.670	-3.622	-1.486	1.150	-0.276	-0.892	-0.802	-0.802	-2.624
3.17_150	-0.350	-1.001	-1.002	-2.178	-1.999	0.915	0.033	-0.080	-0.099	-0.099	-1.447
3.17_200	-0.004	-0.176	-0.177	-0.223	-0.949	0.467	0.192	0.215	0.202	0.202	-0.378
3.18_080	15.386	14.683	14.680	8.708	22.531	2.382	0.047	0.437	0.416	0.416	-4.415
3.18_085	9.721	8.975	8.973	2.977	16.146	0.395	-1.828	-1.474	-1.488	-1.488	-5.530
3.18_090	5.994	5.179	5.178	-0.744	11.504	-0.504	-2.613	-2.190	-2.199	-2.199	-5.831
3.18_095	3.672	2.767	2.766	-2.991	8.101	-0.794	-2.786	-2.318	-2.324	-2.324	-5.651
3.18_100	2.184	1.188	1.186	-4.324	5.580	-0.781	-2.656	-2.238	-2.242	-2.242	-5.214
3.18_105	1.156	0.102	0.101	-5.093	3.688	-0.648	-2.404	-2.147	-2.150	-2.150	-4.664
3.18_110	0.421	-0.633	-0.634	-5.455	2.256	-0.490	-2.128	-2.052	-2.056	-2.056	-4.085
3.18_125	-0.575	-1.426	-1.427	-4.933	-0.183	-0.169	-1.453	-1.388	-1.390	-1.390	-2.565
3.18_150	-0.487	-0.969	-0.969	-2.356	-0.816	-0.039	-0.804	-0.688	-0.689	-0.689	-1.124
3.18_200	-0.138	-0.259	-0.260	-0.260	-0.287	-0.009	-0.223	-0.162	-0.162	-0.162	-0.270
3.19_080	17.518	16.912	16.911	12.494	30.065	3.099	0.839	1.377	1.367	1.367	0.325
3.19_085	11.246	10.602	10.602	6.072	20.537	1.140	-1.023	-0.602	-0.606	-0.606	-1.498
3.19_090	7.158	6.447	6.447	1.881	13.499	0.203	-1.859	-1.407	-1.409	-1.409	-2.430
3.19_095	4.476	3.669	3.669	-0.853	8.340	-0.171	-2.126	-1.657	-1.657	-1.657	-2.806
3.19_100	2.657	1.750	1.750	-2.651	4.612	-0.266	-2.108	-1.723	-1.722	-1.722	-2.852
3.19_105	1.418	0.444	0.444	-3.764	1.975	-0.242	-1.967	-1.737	-1.736	-1.736	-2.713
3.19_110	0.613	-0.377	-0.377	-4.330	0.171	-0.183	-1.789	-1.658	-1.657	-1.657	-2.481
3.19_125	-0.214	-1.066	-1.066	-3.984	-2.036	-0.054	-1.293	-1.204	-1.203	-1.203	-1.686
3.19_150	-0.047	-0.479	-0.479	-1.547	-1.582	-0.013	-0.711	-0.587	-0.587	-0.587	-0.784
3.19_200	0.032	-0.069	-0.069	-0.069	-0.475	-0.004	-0.180	-0.130	-0.130	-0.130	-0.175
3.20_080	12.896	12.531	12.530	6.343	22.047	1.331	0.293	0.770	0.769	0.769	0.954
3.20_085	8.625	8.242	8.241	2.228	16.187	0.084	-0.900	-0.471	-0.471	-0.471	-0.292
3.20_090	5.987	5.577	5.577	-0.190	11.788	-0.440	-1.368	-0.966	-0.966	-0.966	-0.937
3.20_095	4.291	3.856	3.856	-1.600	8.435	-0.572	-1.443	-1.106	-1.107	-1.107	-1.217
3.20_100	3.065	2.626	2.626	-2.469	5.843	-0.523	-1.335	-1.119	-1.119	-1.119	-1.288
3.20_105	2.102	1.685	1.685	-3.011	3.829	-0.412	-1.165	-1.077	-1.077	-1.077	-1.245
3.20_110	1.349	0.968	0.968	-3.303	2.271	-0.298	-0.993	-0.952	-0.952	-0.952	-1.144
3.20_125	0.166	-0.151	-0.151	-3.099	-0.372	-0.093	-0.621	-0.508	-0.508	-0.508	-0.773
3.20_150	-0.073	-0.266	-0.265	-1.308	-1.038	-0.023	-0.319	-0.274	-0.274	-0.274	-0.364
3.20_200	-0.013	-0.056	-0.056	-0.056	-0.397	-0.006	-0.080	-0.059	-0.059	-0.059	-0.096
3.21_080	11.093	10.475	10.474	10.474	15.667	2.541	0.362	0.749	0.749	0.729	-1.263
3.21_085	6.570	5.935	5.934	5.932	6.180	0.672	-1.426	-1.372	-1.372	-1.384	-2.945
3.21_090	3.347	2.690	2.689	2.681	-0.252	-0.089	-2.100	-2.040	-2.040	-2.047	-3.605
3.21_095	1.287	0.578	0.578	0.560	-4.154	-0.320	-2.235	-2.020	-2.020	-2.025	-3.734
3.21_100	0.109	-0.685	-0.685	-0.715	-6.093	-0.327	-2.141	-1.832	-1.832	-1.835	-3.588
3.21_105	-0.465	-1.348	-1.348	-1.388	-6.635	-0.263	-1.969	-1.677	-1.677	-1.679	-3.297
3.21_110	-0.658	-1.593	-1.593	-1.641	-6.299	-0.191	-1.785	-1.563	-1.563	-1.565	-2.943
3.21_125	-0.383	-1.198	-1.198	-1.239	-3.656	-0.069	-1.308	-1.217	-1.217	-1.218	-1.928
3.21_150	0.022	-0.375	-0.375	-0.378	-1.030	-0.025	-0.729	-0.569	-0.569	-0.569	-0.875
3.21_200	0.039	-0.059	-0.059	-0.059	-0.186	-0.007	-0.191	-0.132	-0.132	-0.132	-0.191
3.22_080	7.564	5.883	5.866	4.457	8.059	1.686	-1.776	-1.447	-1.608	-1.608	-0.456
3.22_085	3.892	2.185	2.170	0.608	3.835	-0.051	-3.342	-3.109	-3.223	-3.223	-2.251
3.22_090	1.843	0.092	0.077	-1.597	1.091	-0.738	-3.840	-3.594	-3.676	-3.676	-3.134
3.22_095	0.725	-1.065	-1.080	-2.826	-0.697	-0.891	-3.794	-3.529	-3.592	-3.592	-3.464
3.22_100	0.077	-1.717	-1.732	-3.512	-1.849	-0.815	-3.513	-3.295	-3.345	-3.345	-3.470
3.22_105	-0.318	-2.067	-2.082	-3.859	-2.564	-0.670	-3.161	-3.027	-3.068	-3.068	-3.294
3.22_110	-0.544	-2.194	-2.210	-3.949	-2.966	-0.529	-2.812	-2.738	-2.774	-2.774	-3.025
3.22_125	-0.627	-1.811	-1.823	-3.290	-2.999	-0.276	-1.966	-1.835	-1.861	-1.861	-2.112
3.22_150	-0.307	-0.866	-0.872	-1.626	-1.617	-0.155	-1.068	-0.865	-0.882	-0.882	-1.015
3.22_200	-0.101	-0.239	-0.240	-0.249	-0.322	-0.072	-0.306	-0.235	-0.243	-0.243	-0.224
3.23_080	9.934	9.403	9.400	8.447	11.783	3.399	0.866	1.966	1.615	1.615	-1.395
3.23_085	5.563	4.800	4.798	3.694	6.428	1.029	-1.376	-0.539	-0.741	-0.741	-3.057
3.23_090	2.778	1.816	1.814	0.586	2.797	-0.132	-2.409	-1.807	-1.927	-1.927	-3.890
3.23_095	1.126	0.005	0.004	-1.322	0.374	-0.590	-2.737	-2.328	-2.400	-2.400	-4.191
3.23_100	0.156	-1.067	-1.068	-2.464	-1.201	-0.680	-2.695	-2.442	-2.487	-2.487	-4.173
3.23_105	-0.444	-1.701	-1.702	-3.140	-2.184	-0.604	-2.488	-2.364	-2.393	-2.393	-3.979
3.23_110	-0.822	-2.055	-2.056	-3.510	-2.752	-0.476	-2.229	-2.196	-2.215	-2.215	-3.696
3.23_125	-1.118	-2.105	-2.106	-3.463	-3.042	-0.173	-1.538	-1.491	-1.498	-1.498	-2.749
3.23_150	-0.680	-1.200	-1.201	-2.077	-1.936	-0.041	-0.845	-0.712	-0.715	-0.715	-1.554
3.23_200	-0.251	-0.382	-0.382	-0.439	-0.533	-0.011	-0.237	-0.170	-0.170	-0.170	-0.542
3.24_080	6.441	6.033	6.033	4.253	11.230	0.627	-0.771	-0.313	-0.482	-0.482	-0.406
3.24_085	3.540	3.099	3.099	1.210	6.978	-0.706	-2.054	-1.597	-1.697	-1.697	-1.654
3.24_090	1.892	1.389	1.388	-0.556	4.200	-1.208	-2.502	-2.040	-2.098	-2.098	-2.205
3.24_095	0.918	0.332	0.332	-1.619	2.382	-1.272	-2.507	-2.122	-2.155	-2.155	-2.357
3.24_100	0.303	-0.357	-0.357	-2.269	1.179	-1.142	-2.313	-2.068	-2.088	-2.088	-2.297
3.24_105	-0.084	-0.786	-0.786	-2.622	0.375	-0.952	-2.056	-1.925	-1.938	-1.938	-2.131
3.24_110	-0.307	-1.022	-1.022	-2.748	-0.156	-0.767	-1.801	-1.716	-1.725	-1.725	-1.924
3.24_125	-0.432	-1.068	-1.068	-2.339	-0.752	-0.393	-1.204	-1.185	-1.190	-1.190	-1.314
3.24_150	-0.203	-0.507	-0.508	-0.975	-0.456	-0.157	-0.623	-0.535	-0.537	-0.537	-0.619
3.24_200	-0.034	-0.102	-0.102	-0.102	-0.099	-0.032	-0.149	-0.112	-0.113	-0.113	-0.110
3.25_080	3.096	2.833	2.833	1.154	7.019	-0.363	-1.056	-0.833	-0.863	-0.863	-0.427
3.25_085	1.157	0.917	0.916	-0.903	4.243	-1.035	-1.689	-1.468	-1.488	-1.488	-1.453
3.25_090	0.155	-0.076	-0.076	-1.985	2.378	-1.136	-1.751	-1.500	-1.513	-1.513	-1.917
3.25_095	-0.340	-0.577	-0.577	-2.525	1.115	-0.988	-1.563	-1.303	-1.311	-1.311	-2.051
3.25_100	-0.632	-0.881	-0.880	-2.825	0.250	-0.770	-1.306	-1.081	-1.087	-1.087	-2.007
3.25_105	-0.840	-1.095	-1.095	-2.995	-0.346	-0.566	-1.064	-0.915	-0.919	-0.919	-1.872
3.25_110	-0.981	-1.231	-1.231	-3.053	-0.751	-0.407	-0.867	-0.773	-0.776	-0.776	-1.698
3.25_125	-1.030	-1.248	-1.248	-2.683	-1.214	-0.171	-0.523	-0.433	-0.435	-0.435	-1.183
3.25_150	-0.661	-0.781	-0.781	-1.416	-0.817	-0.085	-0.284	-0.227	-0.228	-0.228	-0.644
3.25_200	-0.278	-0.306	-0.306	-0.308	-0.213	-0.039	-0.090	-0.067	-0.068	-0.068	-0.247
3.26_080	6.910	6.479	6.471	5.262	6.922	1.185	-0.167	0.341	0.139	0.139	-0.686
3.26_085	3.716	3.247	3.241	1.885	3.265	-0.141	-1.436	-1.135	-1.226	-1.226	-1.846
3.26_090	1.837	1.324	1.318	-0.150	0.884	-0.659	-1.888	-1.681	-1.720	-1.720	-2.380
3.26_095	0.751	0.194	0.189	-1.358	-0.634	-0.761	-1.921	-1.735	-1.752	-1.752	-2.547
3.26_100	0.080	-0.510	-0.515	-2.107	-1.570	-0.681	-1.769	-1.616	-1.625	-1.625	-2.509
3.26_105	-0.356	-0.967	-0.972	-2.576	-2.115	-0.546	-1.562	-1.464	-1.470	-1.470	-2.360
3.26_110	-0.625	-1.235	-1.241	-2.826	-2.395	-0.416	-1.359	-1.302	-1.306	-1.306	-2.158
3.26_125	-0.777	-1.283	-1.288	-2.665	-2.376	-0.181	-0.907	-0.858	-0.861	-0.861	-1.530
3.26_150	-0.445	-0.699	-0.702	-1.457	-1.448	-0.082	-0.495	-0.413	-0.414	-0.414	-0.821
3.26_200	-0.162	-0.224	-0.224	-0.239	-0.467	-0.036	-0.144	-0.110	-0.111	-0.111	-0.278
3.27_080	9.125	8.369	8.367	7.195	10.535	2.109	0.373	1.090	1.017	1.017	-2.069
3.27_085	5.302	4.463	4.461	3.084	6.139	0.159	-1.491	-0.972	-1.012	-1.012	-3.328
3.27_090	2.695	1.793	1.792	0.246	3.129	-0.755	-2.319	-2.020	-2.044	-2.044	-3.935
3.27_095	1.103	0.175	0.174	-1.503	1.086	-1.051	-2.526	-2.388	-2.403	-2.403	-4.104
3.27_100	0.213	-0.696	-0.697	-2.469	-0.282	-1.021	-2.408	-2.346	-2.355	-2.355	-4.011
3.27_105	-0.286	-1.148	-1.148	-2.979	-1.184	-0.853	-2.151	-2.098	-2.104	-2.104	-3.775
3.27_110	-0.602	-1.404	-1.404	-3.259	-1.761	-0.653	-1.862	-1.795	-1.799	-1.799	-3.474
3.27_125	-1.019	-1.646	-1.647	-3.394	-2.378	-0.225	-1.174	-1.093	-1.095	-1.095	-2.546
3.27_150	-0.780	-1.152	-1.153	-2.320	-1.839	-0.045	-0.621	-0.523	-0.523	-0.523	-1.455
3.27_200	-0.296	-0.393	-0.394	-0.494	-0.584	-0.012	-0.183	-0.128	-0.128	-0.128	-0.535
3.28_080	12.837	12.402	12.389	4.789	16.916	-4.638	-5.289	-4.437	-4.437	-4.438	-2.883
3.28_085	9.452	9.035	9.022	0.813	12.810	-2.756	-3.381	-2.717	-2.717	-2.718	-5.074
3.28_090	6.643	6.244	6.235	-2.432	9.866	-2.698	-3.313	-2.783	-2.783	-2.783	-6.108
3.28_095	4.301	3.921	3.914	-5.047	7.678	-3.450	-4.061	-3.588	-3.588	-3.588	-6.389
3.28_100	2.495	2.132	2.128	-6.965	5.976	-3.626	-4.222	-3.766	-3.766	-3.766	-6.258
3.28_105	1.257	0.906	0.903	-8.158	4.593	-3.433	-4.006	-3.561	-3.561	-3.561	-5.904
3.28_110	0.501	0.159	0.157	-8.720	3.424	-3.063	-3.609	-3.185	-3.185	-3.185	-5.442
3.28_125	-0.440	-0.732	-0.734	-8.287	0.774	-1.865	-2.323	-2.042	-2.042	-2.042	-4.009
3.28_150	-1.075	-1.265	-1.266	-5.300	-1.396	-0.869	-1.188	-1.010	-1.010	-1.010	-2.408
3.28_200	-0.625	-0.702	-0.703	-0.776	-1.144	-0.381	-0.501	-0.433	-0.433	-0.433	-1.063
3.29_080	18.931	18.656	18.655	10.032	27.522	2.695	2.007	2.913	2.913	2.912	-1.361
3.29_085	12.439	12.148	12.147	3.183	20.202	-0.081	-0.764	-0.038	-0.038	-0.039	-3.166
3.29_090	7.807	7.491	7.490	-1.607	14.854	-1.695	-2.369	-1.719	-1.719	-1.719	-4.002
3.29_095	4.751	4.400	4.399	-4.630	10.954	-2.451	-3.114	-2.515	-2.515	-2.515	-4.215
3.29_100	2.865	2.474	2.474	-6.297	8.100	-2.661	-3.310	-2.773	-2.773	-2.773	-4.056
3.29_105	1.716	1.296	1.296	-7.049	5.994	-2.555	-3.188	-2.740	-2.740	-2.740	-3.707
3.29_110	0.974	0.546	0.546	-7.228	4.414	-2.291	-2.906	-2.573	-2.573	-2.573	-3.291
3.29_125	-0.151	-0.537	-0.537	-6.049	1.565	-1.374	-1.919	-1.796	-1.796	-1.796	-2.154
3.29_150	-0.351	-0.703	-0.703	-2.483	0.059	-0.530	-0.925	-0.882	-0.882	-0.882	-1.042
3.29_200	-0.049	-0.136	-0.136	-0.136	0.088	-0.061	-0.197	-0.151	-0.151	-0.151	-0.200
3.30_080	12.709	12.552	12.550	4.788	17.785	-1.496	-1.895	-1.223	-1.223	-1.223	-0.872
3.30_085	9.110	8.939	8.938	0.594	13.721	-0.340	-0.728	-0.235	-0.235	-0.235	-3.106
3.30_090	6.159	5.992	5.991	-2.774	10.812	-1.228	-1.603	-1.213	-1.213	-1.213	-4.196
3.30_095	3.788	3.628	3.628	-5.390	8.642	-2.149	-2.511	-2.141	-2.141	-2.141	-4.594
3.30_100	2.045	1.890	1.889	-7.211	6.941	-2.432	-2.781	-2.399	-2.399	-2.400	-4.589
3.30_105	0.908	0.751	0.751	-8.267	5.542	-2.347	-2.682	-2.293	-2.293	-2.294	-4.361
3.30_110	0.240	0.078	0.078	-8.704	4.346	-2.083	-2.404	-2.026	-2.026	-2.026	-4.024
3.30_125	-0.633	-0.783	-0.783	-8.097	1.586	-1.170	-1.445	-1.200	-1.200	-1.200	-2.937
3.30_150	-1.184	-1.296	-1.296	-4.997	-0.715	-0.466	-0.665	-0.504	-0.504	-0.504	-1.742
3.30_200	-0.663	-0.709	-0.709	-0.748	-0.665	-0.194	-0.268	-0.212	-0.212	-0.212	-0.763
3.31_080	13.405	13.102	13.090	5.298	16.484	-2.356	-2.878	-2.396	-2.396	-2.396	-1.305
3.31_085	9.938	9.655	9.644	1.276	12.540	-0.903	-1.402	-1.088	-1.088	-1.088	-3.362
3.31_090	7.026	6.764	6.756	-2.026	9.675	-1.603	-2.096	-1.868	-1.868	-1.868	-4.349
3.31_095	4.648	4.405	4.400	-4.626	7.512	-2.302	-2.789	-2.571	-2.571	-2.571	-4.669
3.31_100	2.880	2.649	2.646	-6.454	5.805	-2.438	-2.909	-2.678	-2.678	-2.678	-4.619
3.31_105	1.707	1.481	1.478	-7.529	4.400	-2.262	-2.712	-2.474	-2.474	-2.474	-4.367
3.31_110	0.995	0.769	0.766	-7.995	3.207	-1.949	-2.375	-2.147	-2.147	-2.147	-4.019
3.31_125	-0.035	-0.231	-0.233	-7.501	0.527	-1.010	-1.365	-1.254	-1.254	-1.254	-2.934
3.31_150	-0.762	-0.903	-0.905	-4.543	-1.540	-0.353	-0.599	-0.522	-0.522	-0.522	-1.749
3.31_200	-0.437	-0.493	-0.494	-0.529	-1.157	-0.140	-0.231	-0.206	-0.206	-0.206	-0.767
3.32_080	10.660	10.137	10.133	2.906	13.751	-4.449	-5.265	-4.744	-4.744	-4.744	-1.511
3.32_085	7.576	7.075	7.071	-0.815	9.593	-3.876	-4.654	-4.285	-4.285	-4.286	-4.075
3.32_090	5.257	4.782	4.779	-3.632	6.842	-2.242	-2.982	-2.757	-2.757	-2.757	-5.706
3.32_095	3.322	2.880	2.877	-5.915	4.994	-2.576	-3.277	-3.139	-3.139	-3.140	-6.719
3.32_100	1.738	1.329	1.327	-7.694	3.703	-3.076	-3.741	-3.617	-3.617	-3.618	-7.174
3.32_105	0.566	0.188	0.187	-8.913	2.740	-3.056	-3.684	-3.540	-3.540	-3.540	-7.167
3.32_110	-0.178	-0.533	-0.534	-9.564	1.965	-2.743	-3.334	-3.167	-3.167	-3.167	-6.859
3.32_125	-0.853	-1.153	-1.153	-9.196	0.152	-1.428	-1.915	-1.767	-1.767	-1.767	-5.329
3.32_150	-1.266	-1.452	-1.452	-6.272	-1.671	-0.311	-0.648	-0.572	-0.572	-0.572	-3.276
3.32_200	-0.793	-0.880	-0.880	-1.100	-1.436	-0.056	-0.189	-0.146	-0.146	-0.146	-1.501
3.33_080	13.275	12.371	12.364	-6.375	15.752	-2.784	-3.828	-5.811	-6.101	-6.101	0.470
3.33_085	10.211	9.352	9.346	-8.751	11.795	-1.163	-2.166	-4.144	-4.381	-4.381	-1.878
3.33_090	7.777	6.980	6.974	-10.303	9.068	0.755	-0.205	-2.130	-2.326	-2.326	-3.205
3.33_095	5.681	4.948	4.944	-11.369	7.123	0.631	-0.285	-2.085	-2.248	-2.247	-3.985
3.33_100	3.939	3.268	3.265	-11.976	5.662	0.496	-0.377	-1.995	-2.129	-2.129	-4.442
3.33_105	2.633	2.015	2.013	-12.082	4.493	0.746	-0.083	-1.505	-1.615	-1.615	-4.641
3.33_110	1.770	1.197	1.195	-11.714	3.503	1.159	0.375	-0.862	-0.952	-0.952	-4.620
3.33_125	0.747	0.287	0.287	-9.118	1.139	2.237	1.587	0.753	0.704	0.704	-3.784
3.33_150	-0.088	-0.364	-0.364	-5.078	-1.118	2.382	1.933	1.524	1.504	1.504	-2.164
3.33_200	-0.066	-0.180	-0.180	-0.363	-1.101	1.315	1.141	1.057	1.052	1.052	-0.690
3.34_080	12.011	11.407	11.394	8.692	12.858	-1.586	-2.747	-2.142	-2.142	-2.157	-0.904
3.34_085	7.890	7.289	7.278	4.173	8.357	-1.857	-2.978	-2.546	-2.546	-2.557	-3.023
3.34_090	4.726	4.130	4.123	0.714	5.080	-3.313	-4.411	-4.113	-4.113	-4.121	-4.086
3.34_095	2.406	1.823	1.818	-1.805	2.668	-3.966	-5.031	-4.786	-4.786	-4.792	-4.504
3.34_100	0.856	0.289	0.285	-3.471	0.879	-4.000	-5.020	-4.770	-4.770	-4.775	-4.533
3.34_105	-0.069	-0.622	-0.625	-4.440	-0.448	-3.676	-4.646	-4.375	-4.375	-4.379	-4.337
3.34_110	-0.580	-1.123	-1.126	-4.933	-1.421	-3.182	-4.100	-3.821	-3.821	-3.824	-4.030
3.34_125	-1.226	-1.716	-1.719	-5.159	-2.870	-1.700	-2.460	-2.320	-2.320	-2.322	-2.991
3.34_150	-1.298	-1.629	-1.632	-3.788	-2.742	-0.583	-1.097	-0.965	-0.965	-0.966	-1.737
3.34_200	-0.601	-0.707	-0.708	-0.858	-1.107	-0.221	-0.403	-0.336	-0.336	-0.336	-0.677
3.35_080	13.957	13.724	13.723	10.275	18.706	2.014	0.863	1.375	1.375	1.355	-0.056
3.35_085	8.426	8.152	8.152	4.475	12.232	-0.592	-1.722	-1.281	-1.281	-1.295	-1.806
3.35_090	4.805	4.469	4.469	0.661	7.706	-1.996	-3.102	-2.630	-2.630	-2.639	-2.645
3.35_095	2.602	2.183	2.183	-1.665	4.602	-2.587	-3.664	-3.172	-3.172	-3.178	-2.924
3.35_100	1.312	0.802	0.802	-3.007	2.511	-2.668	-3.712	-3.264	-3.264	-3.269	-2.890
3.35_105	0.541	-0.049	-0.049	-3.746	1.130	-2.463	-3.471	-3.153	-3.153	-3.156	-2.700
3.35_110	0.058	-0.578	-0.579	-4.102	0.238	-2.128	-3.096	-2.956	-2.956	-2.958	-2.447
3.35_125	-0.480	-1.094	-1.094	-3.828	-0.798	-1.124	-1.951	-1.936	-1.936	-1.937	-1.677
3.35_150	-0.297	-0.719	-0.719	-1.901	-0.545	-0.333	-0.891	-0.867	-0.867	-0.867	-0.825
3.35_200	-0.007	-0.110	-0.110	-0.112	0.036	-0.017	-0.191	-0.142	-0.142	-0.142	-0.144
3.36_080	10.512	10.276	10.275	7.257	13.868	1.207	0.573	0.928	0.928	0.919	0.599
3.36_085	6.435	6.215	6.214	2.856	9.509	-0.805	-1.415	-1.195	-1.195	-1.202	-1.376
3.36_090	3.441	3.237	3.236	-0.364	6.307	-2.217	-2.802	-2.621	-2.621	-2.626	-2.428
3.36_095	1.409	1.215	1.214	-2.540	3.924	-2.749	-3.309	-3.095	-3.095	-3.099	-2.891
3.36_100	0.176	-0.021	-0.021	-3.849	2.137	-2.745	-3.279	-3.022	-3.022	-3.025	-2.996
3.36_105	-0.507	-0.716	-0.716	-4.545	0.798	-2.455	-2.964	-2.683	-2.683	-2.685	-2.899
3.36_110	-0.889	-1.114	-1.114	-4.876	-0.194	-2.050	-2.532	-2.263	-2.263	-2.265	-2.703
3.36_125	-1.431	-1.660	-1.660	-4.902	-1.715	-0.960	-1.363	-1.265	-1.265	-1.266	-1.993
3.36_150	-1.328	-1.507	-1.507	-3.334	-1.764	-0.283	-0.557	-0.465	-0.465	-0.465	-1.128
3.36_200	-0.613	-0.663	-0.663	-0.726	-0.563	-0.108	-0.199	-0.154	-0.154	-0.154	-0.434
3.37_080	11.695	11.286	11.274	8.272	12.200	0.390	-0.470	-0.158	-0.158	-0.167	0.396
3.37_085	7.638	7.268	7.258	3.913	7.931	-1.252	-2.084	-1.898	-1.898	-1.905	-1.536
3.37_090	4.593	4.256	4.250	0.659	4.796	-2.479	-3.287	-3.140	-3.140	-3.145	-2.528
3.37_095	2.475	2.161	2.157	-1.593	2.472	-2.883	-3.656	-3.480	-3.480	-3.484	-2.949
3.37_100	1.145	0.841	0.837	-2.990	0.741	-2.792	-3.525	-3.307	-3.307	-3.310	-3.029
3.37_105	0.373	0.067	0.063	-3.768	-0.541	-2.446	-3.137	-2.897	-2.897	-2.899	-2.919
3.37_110	-0.085	-0.399	-0.403	-4.172	-1.472	-2.006	-2.654	-2.426	-2.426	-2.427	-2.718
3.37_125	-0.807	-1.104	-1.108	-4.369	-2.800	-0.882	-1.409	-1.355	-1.355	-1.356	-2.016
3.37_150	-0.912	-1.135	-1.138	-2.991	-2.566	-0.220	-0.568	-0.504	-0.504	-0.504	-1.173
3.37_200	-0.402	-0.469	-0.470	-0.538	-1.032	-0.081	-0.198	-0.164	-0.164	-0.164	-0.469
3.38_080	10.418	9.650	9.646	7.758	10.541	-3.714	-5.040	-4.659	-4.659	-4.677	0.179
3.38_085	6.540	5.821	5.817	3.396	5.893	-2.765	-4.023	-3.738	-3.738	-3.751	-2.515
3.38_090	3.707	3.043	3.040	0.186	2.719	-2.437	-3.628	-3.467	-3.467	-3.477	-4.229
3.38_095	1.584	0.976	0.973	-2.217	0.549	-3.616	-4.741	-4.661	-4.661	-4.670	-5.256
3.38_100	0.046	-0.509	-0.511	-3.948	-0.943	-4.214	-5.275	-5.193	-5.193	-5.199	-5.723
3.38_105	-0.952	-1.463	-1.464	-5.067	-1.979	-4.200	-5.198	-5.064	-5.064	-5.070	-5.759
3.38_110	-1.489	-1.967	-1.968	-5.665	-2.701	-3.819	-4.756	-4.567	-4.567	-4.571	-5.518
3.38_125	-1.744	-2.175	-2.175	-5.777	-3.734	-2.060	-2.825	-2.620	-2.620	-2.621	-4.223
3.38_150	-1.678	-1.982	-1.982	-4.593	-3.520	-0.395	-0.919	-0.824	-0.824	-0.824	-2.462
3.38_200	-0.858	-0.981	-0.981	-1.369	-1.625	-0.034	-0.239	-0.177	-0.177	-0.177	-1.007
3.39_080	12.695	11.381	11.375	8.911	11.024	-4.425	-6.138	-7.093	-7.408	-7.415	2.669
3.39_085	8.939	7.729	7.723	4.804	6.944	-2.819	-4.453	-5.400	-5.669	-5.674	0.169
3.39_090	6.053	4.952	4.947	1.676	4.096	-3.174	-4.728	-5.652	-5.883	-5.886	-1.438
3.39_095	3.841	2.844	2.840	-0.688	2.075	-3.760	-5.234	-6.072	-6.269	-6.270	-2.481
3.39_100	2.252	1.347	1.345	-2.356	0.611	-3.614	-5.007	-5.703	-5.869	-5.869	-3.117
3.39_105	1.235	0.407	0.405	-3.393	-0.470	-3.021	-4.334	-4.877	-5.014	-5.014	-3.430
3.39_110	0.663	-0.104	-0.105	-3.931	-1.274	-2.221	-3.454	-3.863	-3.976	-3.975	-3.496
3.39_125	0.046	-0.589	-0.590	-4.156	-2.569	0.029	-0.972	-1.210	-1.266	-1.263	-2.929
3.39_150	-0.330	-0.740	-0.740	-3.154	-2.592	1.291	0.623	0.537	0.522	0.525	-1.678
3.39_200	-0.026	-0.172	-0.172	-0.438	-1.076	0.824	0.578	0.590	0.588	0.589	-0.531
3.40_080	19.836	19.482	19.482	8.542	22.148	0.370	-0.889	-0.601	-0.601	-0.607	1.317
3.40_085	13.245	12.885	12.884	2.190	14.552	-1.442	-2.649	-2.410	-2.410	-2.414	-0.290
3.40_090	8.890	8.515	8.515	-1.790	9.035	-2.173	-3.326	-3.028	-3.028	-3.031	-1.182
3.40_095	6.074	5.669	5.669	-4.127	5.077	-2.252	-3.347	-2.995	-2.995	-2.998	-1.613
3.40_100	4.181	3.734	3.734	-5.458	2.287	-1.989	-3.026	-2.683	-2.683	-2.685	-1.763
3.40_105	2.820	2.339	2.339	-6.178	0.371	-1.593	-2.570	-2.325	-2.325	-2.326	-1.750
