# SQM interaction energies (kcal/mol)
"name"	AM1	RM1	PM3	PM6	PM6-D3H4'	PM6-D3H4	PM6-D3H4X	PM7	DFTB3	DFTB3-D3H4	DFTB3-D3H4X	GFN2-xTB
012.09_1.00_trimethylphosphine--benzene	8.343	11.726	9.557	0.172	-1.699	-1.686	-1.686	-1.721	1.593	-1.309	-1.309	-1.535
012.09_1.05_trimethylphosphine--benzene	4.275	9.201	7.450	-0.480	-2.184	-2.173	-2.173	-3.503	0.721	-1.913	-1.913	-1.867
012.09_1.10_trimethylphosphine--benzene	2.038	6.907	5.704	-0.682	-2.241	-2.231	-2.231	-4.231	0.309	-2.023	-2.023	-1.878
012.09_1.15_trimethylphosphine--benzene	1.129	5.119	4.323	-0.615	-2.049	-2.040	-2.040	-4.245	0.125	-1.907	-1.907	-1.738
012.09_1.25_trimethylphosphine--benzene	0.609	2.814	2.460	-0.209	-1.408	-1.401	-1.401	-3.231	0.016	-1.571	-1.571	-1.316
012.10_1.00_trimethylphosphine--ethene	2.029	5.159	4.031	-0.213	-0.980	-0.979	-0.979	-1.112	0.309	-0.938	-0.938	-0.598
012.10_1.05_trimethylphosphine--ethene	0.896	3.693	2.965	-0.386	-1.108	-1.108	-1.108	-1.847	0.112	-0.971	-0.971	-0.690
012.10_1.10_trimethylphosphine--ethene	0.531	2.628	2.155	-0.347	-1.026	-1.026	-1.026	-1.996	0.036	-0.906	-0.906	-0.666
012.10_1.15_trimethylphosphine--ethene	0.381	1.871	1.557	-0.223	-0.853	-0.853	-0.853	-1.818	0.010	-0.825	-0.825	-0.592
012.10_1.25_trimethylphosphine--ethene	0.232	0.960	0.816	0.014	-0.475	-0.475	-0.475	-1.161	-0.002	-0.655	-0.655	-0.406
012.11_1.00_trimethylphosphine--ethyne_C	2.052	4.754	3.788	-0.181	-0.757	-0.757	-0.757	-0.944	0.379	-0.665	-0.665	-0.145
012.11_1.05_trimethylphosphine--ethyne_C	0.911	3.408	2.801	-0.357	-0.904	-0.903	-0.903	-1.587	0.143	-0.744	-0.744	-0.309
012.11_1.10_trimethylphosphine--ethyne_C	0.550	2.430	2.048	-0.333	-0.865	-0.865	-0.865	-1.722	0.049	-0.711	-0.711	-0.346
012.11_1.15_trimethylphosphine--ethyne_C	0.404	1.737	1.493	-0.226	-0.742	-0.742	-0.742	-1.573	0.014	-0.669	-0.669	-0.324
012.11_1.25_trimethylphosphine--ethyne_C	0.258	0.902	0.801	-0.012	-0.433	-0.432	-0.432	-1.012	-0.002	-0.569	-0.569	-0.219
012.12_1.00_trimethylphosphine--methane_C	6.859	5.879	4.364	2.161	1.628	1.628	1.628	5.380	0.967	-0.087	-0.087	0.126
012.12_1.05_trimethylphosphine--methane_C	3.818	4.912	3.453	0.944	0.462	0.462	0.462	2.640	0.431	-0.508	-0.508	-0.345
012.12_1.10_trimethylphosphine--methane_C	1.718	3.760	2.660	0.223	-0.243	-0.243	-0.243	0.833	0.182	-0.603	-0.603	-0.549
012.12_1.15_trimethylphosphine--methane_C	0.707	2.782	2.009	-0.145	-0.623	-0.623	-0.623	-0.267	0.072	-0.601	-0.601	-0.615
012.12_1.25_trimethylphosphine--methane_C	0.187	1.491	1.108	-0.304	-0.783	-0.783	-0.783	-1.087	0.008	-0.603	-0.603	-0.566
013.01_1.00_ammonia--CH3PCH2	3.053	4.612	3.732	1.448	1.123	1.123	1.123	3.116	0.157	-0.378	-0.378	-0.036
013.01_1.05_ammonia--CH3PCH2	2.222	3.541	2.911	1.282	0.983	0.984	0.984	2.640	0.073	-0.367	-0.367	0.083
013.01_1.10_ammonia--CH3PCH2	1.869	2.743	2.269	1.185	0.904	0.905	0.905	2.348	0.043	-0.328	-0.328	0.184
013.01_1.15_ammonia--CH3PCH2	1.637	2.159	1.784	1.113	0.854	0.854	0.854	2.151	0.032	-0.303	-0.303	0.258
013.01_1.25_ammonia--CH3PCH2	1.292	1.406	1.146	0.967	0.777	0.778	0.778	1.839	0.025	-0.228	-0.228	0.333
013.02_1.00_hydrogen_cyanide--CH3PCH2	3.573	4.763	4.233	1.363	1.126	1.126	1.126	2.719	0.240	-0.244	-0.244	0.052
013.02_1.05_hydrogen_cyanide--CH3PCH2	2.153	3.676	3.365	1.147	0.925	0.926	0.926	2.387	0.105	-0.291	-0.291	0.089
013.02_1.10_hydrogen_cyanide--CH3PCH2	1.635	2.834	2.665	1.021	0.799	0.799	0.799	2.174	0.056	-0.271	-0.271	0.143
013.02_1.15_hydrogen_cyanide--CH3PCH2	1.407	2.215	2.123	0.943	0.715	0.716	0.716	2.030	0.038	-0.257	-0.257	0.192
013.02_1.25_hydrogen_cyanide--CH3PCH2	1.118	1.423	1.399	0.828	0.633	0.633	0.633	1.808	0.028	-0.235	-0.235	0.253
013.03_1.00_methylamine--CH3PCH2	4.166	6.199	5.024	1.348	0.762	0.763	0.763	2.636	0.266	-0.637	-0.637	-0.576
013.03_1.05_methylamine--CH3PCH2	2.637	4.749	3.912	1.175	0.640	0.641	0.641	2.148	0.114	-0.681	-0.681	-0.417
013.03_1.10_methylamine--CH3PCH2	2.034	3.635	3.029	1.099	0.615	0.616	0.616	1.911	0.057	-0.617	-0.617	-0.260
013.03_1.15_methylamine--CH3PCH2	1.736	2.813	2.354	1.059	0.620	0.621	0.621	1.804	0.037	-0.543	-0.543	-0.126
013.03_1.25_methylamine--CH3PCH2	1.347	1.755	1.463	0.971	0.639	0.639	0.639	1.683	0.025	-0.416	-0.416	0.055
013.04_1.00_phosphine--ammonia	3.363	4.697	3.953	2.370	2.112	2.112	2.112	1.702	0.297	-0.144	-0.144	-0.218
013.04_1.05_phosphine--ammonia	2.516	3.625	3.107	2.095	1.854	1.854	1.854	1.383	0.197	-0.165	-0.165	-0.030
013.04_1.10_phosphine--ammonia	2.133	2.823	2.444	1.909	1.679	1.679	1.679	1.241	0.154	-0.152	-0.152	0.124
013.04_1.15_phosphine--ammonia	1.870	2.232	1.939	1.760	1.547	1.547	1.547	1.181	0.133	-0.146	-0.146	0.232
013.04_1.25_phosphine--ammonia	1.473	1.466	1.268	1.492	1.336	1.336	1.336	1.108	0.108	-0.103	-0.103	0.341
013.05_1.00_phosphine--hydrogen_cyanide	3.860	4.869	4.547	2.133	1.957	1.956	1.956	1.402	0.397	0.002	0.002	-0.061
013.05_1.05_phosphine--hydrogen_cyanide	2.403	3.778	3.649	1.832	1.663	1.663	1.663	1.144	0.238	-0.084	-0.084	0.023
013.05_1.10_phosphine--hydrogen_cyanide	1.856	2.929	2.920	1.637	1.462	1.462	1.462	1.015	0.172	-0.092	-0.092	0.111
013.05_1.15_phosphine--hydrogen_cyanide	1.603	2.300	2.349	1.501	1.316	1.316	1.316	0.961	0.142	-0.098	-0.098	0.183
013.05_1.25_phosphine--hydrogen_cyanide	1.276	1.492	1.578	1.293	1.131	1.131	1.131	0.938	0.115	-0.106	-0.106	0.266
013.06_1.00_phosphine--methylamine	4.188	6.066	5.108	2.338	1.887	1.887	1.887	1.140	0.385	-0.332	-0.332	-0.669
013.06_1.05_phosphine--methylamine	2.806	4.654	3.994	2.052	1.636	1.636	1.636	0.820	0.228	-0.402	-0.402	-0.446
013.06_1.10_phosphine--methylamine	2.244	3.579	3.115	1.880	1.498	1.498	1.498	0.733	0.163	-0.372	-0.372	-0.244
013.06_1.15_phosphine--methylamine	1.934	2.782	2.441	1.755	1.406	1.406	1.406	0.754	0.133	-0.330	-0.330	-0.083
013.06_1.25_phosphine--methylamine	1.503	1.754	1.548	1.527	1.265	1.265	1.265	0.851	0.104	-0.248	-0.248	0.118
013.07_1.00_phosphine--nitromethane	21.759	17.696	14.652	-0.476	-0.905	-0.903	-0.903	-0.566	1.980	0.783	0.783	-2.367
013.07_1.05_phosphine--nitromethane	13.319	15.816	11.688	-1.604	-2.032	-2.031	-2.031	-2.035	0.823	-0.267	-0.267	-2.693
013.07_1.10_phosphine--nitromethane	6.214	12.730	9.006	-2.272	-2.739	-2.738	-2.738	-2.881	0.273	-0.715	-0.715	-2.665
013.07_1.15_phosphine--nitromethane	2.015	9.636	6.733	-2.503	-3.035	-3.035	-3.035	-3.250	0.032	-0.872	-0.872	-2.469
013.07_1.25_phosphine--nitromethane	-0.314	5.182	3.492	-2.185	-2.797	-2.796	-2.796	-3.073	-0.093	-0.940	-0.940	-1.939
013.08_1.00_pyridine--CH3PCH2	5.644	6.940	5.850	1.389	0.706	0.713	0.713	2.321	0.429	-0.621	-0.621	-0.879
013.08_1.05_pyridine--CH3PCH2	3.281	5.452	4.632	1.177	0.553	0.560	0.560	1.950	0.173	-0.794	-0.794	-0.708
013.08_1.10_pyridine--CH3PCH2	2.184	4.198	3.631	1.065	0.502	0.507	0.507	1.751	0.073	-0.755	-0.755	-0.520
013.08_1.15_pyridine--CH3PCH2	1.751	3.247	2.846	1.006	0.491	0.496	0.496	1.649	0.036	-0.665	-0.665	-0.350
013.08_1.25_pyridine--CH3PCH2	1.342	2.015	1.786	0.924	0.504	0.508	0.508	1.534	0.018	-0.530	-0.530	-0.102
013.09_1.00_pyridine--phosphine	5.038	6.536	5.737	2.208	1.681	1.685	1.685	0.746	0.489	-0.361	-0.361	-0.981
013.09_1.05_pyridine--phosphine	3.085	5.079	4.540	1.923	1.442	1.446	1.446	0.595	0.268	-0.491	-0.491	-0.725
013.09_1.10_pyridine--phosphine	2.266	3.915	3.575	1.747	1.309	1.312	1.312	0.598	0.176	-0.463	-0.463	-0.484
013.09_1.15_pyridine--phosphine	1.905	3.044	2.823	1.624	1.220	1.223	1.223	0.674	0.136	-0.408	-0.408	-0.282
013.09_1.25_pyridine--phosphine	1.480	1.917	1.813	1.424	1.101	1.103	1.103	0.840	0.104	-0.326	-0.326	-0.014
013.10_1.00_trimethylphosphine--ammonia	1.845	2.723	2.464	1.945	1.614	1.614	1.614	2.994	-0.003	-0.434	-0.434	0.855
013.10_1.05_trimethylphosphine--ammonia	1.591	2.095	1.913	1.772	1.478	1.479	1.479	2.704	-0.011	-0.390	-0.390	0.852
013.10_1.10_trimethylphosphine--ammonia	1.387	1.644	1.509	1.613	1.365	1.365	1.365	2.467	-0.013	-0.339	-0.339	0.833
013.10_1.15_trimethylphosphine--ammonia	1.220	1.317	1.211	1.460	1.256	1.257	1.257	2.244	-0.012	-0.279	-0.279	0.800
013.10_1.25_trimethylphosphine--ammonia	0.962	0.897	0.823	1.180	1.046	1.046	1.046	1.811	-0.009	-0.181	-0.181	0.714
013.11_1.00_trimethylphosphine--hydrogen_cyanide	1.786	3.188	3.259	1.745	1.461	1.461	1.461	2.848	0.024	-0.404	-0.404	0.659
013.11_1.05_trimethylphosphine--hydrogen_cyanide	1.459	2.428	2.567	1.570	1.293	1.294	1.294	2.620	-0.006	-0.369	-0.369	0.658
013.11_1.10_trimethylphosphine--hydrogen_cyanide	1.269	1.883	2.046	1.436	1.174	1.174	1.174	2.454	-0.013	-0.350	-0.350	0.653
013.11_1.15_trimethylphosphine--hydrogen_cyanide	1.120	1.490	1.658	1.319	1.087	1.087	1.087	2.307	-0.014	-0.322	-0.322	0.640
013.11_1.25_trimethylphosphine--hydrogen_cyanide	0.894	0.992	1.145	1.103	0.941	0.941	0.941	1.993	-0.012	-0.226	-0.226	0.595
013.12_1.00_trimethylphosphine--methylamine	2.086	3.791	3.394	1.969	1.381	1.381	1.381	2.587	0.017	-0.790	-0.790	0.400
013.12_1.05_trimethylphosphine--methylamine	1.736	2.860	2.598	1.817	1.299	1.299	1.299	2.377	-0.007	-0.685	-0.685	0.466
013.12_1.10_trimethylphosphine--methylamine	1.496	2.192	2.011	1.684	1.236	1.237	1.237	2.251	-0.013	-0.596	-0.596	0.511
013.12_1.15_trimethylphosphine--methylamine	1.305	1.711	1.581	1.551	1.175	1.175	1.175	2.138	-0.013	-0.506	-0.506	0.536
013.12_1.25_trimethylphosphine--methylamine	1.017	1.102	1.027	1.283	1.028	1.028	1.028	1.864	-0.010	-0.340	-0.340	0.538
013.13_1.00_trimethylphosphine--nitromethane	25.693	18.355	16.413	-0.107	-1.388	-1.380	-1.380	0.063	2.771	0.449	0.449	-3.480
013.13_1.05_trimethylphosphine--nitromethane	17.636	17.180	13.277	-1.203	-2.345	-2.340	-2.340	-1.942	1.299	-0.786	-0.786	-3.829
013.13_1.10_trimethylphosphine--nitromethane	9.607	14.419	10.381	-1.984	-3.036	-3.033	-3.033	-3.198	0.563	-1.266	-1.266	-3.754
013.13_1.15_trimethylphosphine--nitromethane	4.004	11.210	7.879	-2.353	-3.367	-3.365	-3.365	-3.853	0.219	-1.390	-1.390	-3.483
013.13_1.25_trimethylphosphine--nitromethane	0.074	6.169	4.198	-2.215	-3.188	-3.186	-3.186	-3.950	0.006	-1.319	-1.319	-2.789
013.14_1.00_trimethylphosphine--pyridine	2.229	4.266	3.972	1.861	1.155	1.161	1.161	2.468	0.043	-0.957	-0.957	0.118
013.14_1.05_trimethylphosphine--pyridine	1.748	3.221	3.066	1.705	1.080	1.085	1.085	2.284	-0.000	-0.831	-0.831	0.226
013.14_1.10_trimethylphosphine--pyridine	1.493	2.465	2.388	1.580	1.026	1.031	1.031	2.162	-0.012	-0.725	-0.725	0.312
013.14_1.15_trimethylphosphine--pyridine	1.302	1.919	1.886	1.464	0.985	0.988	0.988	2.051	-0.014	-0.635	-0.635	0.372
013.14_1.25_trimethylphosphine--pyridine	1.018	1.230	1.235	1.232	0.893	0.896	0.896	1.792	-0.011	-0.449	-0.449	0.428
013.15_1.00_nitromethane--CH3PCH2	25.785	18.497	16.721	0.438	-0.323	-0.317	-0.317	0.100	2.559	0.877	0.877	-2.666
013.15_1.05_nitromethane--CH3PCH2	17.731	17.311	13.624	-0.756	-1.461	-1.458	-1.458	-1.539	1.158	-0.391	-0.391	-3.134
013.15_1.10_nitromethane--CH3PCH2	9.733	14.539	10.735	-1.613	-2.304	-2.302	-2.302	-2.579	0.464	-0.922	-0.922	-3.176
013.15_1.15_nitromethane--CH3PCH2	4.159	11.318	8.216	-2.045	-2.763	-2.761	-2.761	-3.131	0.142	-1.100	-1.100	-3.006
013.15_1.25_nitromethane--CH3PCH2	0.271	6.276	4.489	-2.002	-2.780	-2.778	-2.778	-3.216	-0.047	-1.128	-1.128	-2.458
014.01_1.00_acetone--CH3PCH2	8.442	7.288	6.350	2.180	1.791	1.793	1.793	2.499	0.320	-0.383	-0.383	0.127
014.01_1.05_acetone--CH3PCH2	5.004	5.982	5.148	1.744	1.389	1.390	1.390	2.316	0.124	-0.465	-0.465	0.232
014.01_1.10_acetone--CH3PCH2	2.888	4.631	4.098	1.436	1.097	1.098	1.098	2.155	0.052	-0.439	-0.439	0.348
014.01_1.15_acetone--CH3PCH2	2.024	3.565	3.242	1.238	0.908	0.909	0.909	2.020	0.028	-0.405	-0.405	0.444
014.01_1.25_acetone--CH3PCH2	1.490	2.193	2.058	1.021	0.745	0.745	0.745	1.798	0.022	-0.346	-0.346	0.555
014.02_1.00_furan--CH3PCH2	9.757	8.207	7.117	0.956	0.283	0.299	0.299	-1.419	0.763	-0.266	-0.266	-1.449
014.02_1.05_furan--CH3PCH2	6.834	7.368	5.774	0.667	0.031	0.047	0.047	-1.240	0.313	-0.670	-0.670	-1.364
014.02_1.10_furan--CH3PCH2	3.659	5.855	4.538	0.422	-0.167	-0.152	-0.152	-1.033	0.122	-0.752	-0.752	-1.173
014.02_1.15_furan--CH3PCH2	1.786	4.422	3.489	0.277	-0.266	-0.253	-0.253	-0.818	0.045	-0.709	-0.709	-0.958
014.02_1.25_furan--CH3PCH2	0.768	2.479	1.996	0.190	-0.262	-0.252	-0.252	-0.439	0.006	-0.585	-0.585	-0.587
014.03_1.00_methanol--CH3PCH2	8.484	7.729	6.392	1.786	1.329	1.330	1.330	1.980	0.370	-0.392	-0.392	-0.364
014.03_1.05_methanol--CH3PCH2	5.005	6.310	5.163	1.392	0.970	0.971	0.971	1.723	0.154	-0.519	-0.519	-0.206
014.03_1.10_methanol--CH3PCH2	2.813	4.851	4.081	1.127	0.734	0.735	0.735	1.569	0.072	-0.498	-0.498	-0.040
014.03_1.15_methanol--CH3PCH2	1.900	3.694	3.193	0.967	0.598	0.599	0.599	1.483	0.042	-0.451	-0.451	0.101
014.03_1.25_methanol--CH3PCH2	1.341	2.207	1.965	0.807	0.512	0.512	0.512	1.394	0.030	-0.367	-0.367	0.284
014.04_1.00_phosphine--acetone	8.753	7.394	6.628	2.996	2.697	2.697	2.697	1.275	0.645	0.068	0.068	-0.193
014.04_1.05_phosphine--acetone	5.290	6.083	5.412	2.494	2.218	2.218	2.218	1.186	0.405	-0.078	-0.078	-0.001
014.04_1.10_phosphine--acetone	3.154	4.727	4.344	2.129	1.860	1.860	1.860	1.123	0.301	-0.099	-0.099	0.182
014.04_1.15_phosphine--acetone	2.270	3.655	3.467	1.880	1.613	1.613	1.613	1.080	0.252	-0.102	-0.102	0.329
014.04_1.25_phosphine--acetone	1.694	2.268	2.243	1.574	1.348	1.348	1.348	1.017	0.207	-0.100	-0.100	0.500
014.05_1.00_phosphine--furan	8.981	8.047	6.634	1.034	0.508	0.520	0.520	-1.639	0.690	-0.153	-0.153	-1.598
014.05_1.05_phosphine--furan	5.594	6.817	5.319	0.715	0.219	0.230	0.230	-1.440	0.319	-0.466	-0.466	-1.392
014.05_1.10_phosphine--furan	2.825	5.254	4.145	0.491	0.029	0.040	0.040	-1.204	0.162	-0.522	-0.522	-1.129
014.05_1.15_phosphine--furan	1.486	3.929	3.172	0.369	-0.060	-0.051	-0.051	-0.958	0.096	-0.492	-0.492	-0.873
014.05_1.25_phosphine--furan	0.798	2.201	1.818	0.297	-0.055	-0.048	-0.048	-0.520	0.054	-0.413	-0.413	-0.475
014.06_1.00_phosphine--methanol	8.778	7.819	6.601	2.512	2.161	2.160	2.160	1.049	0.641	0.022	0.022	-0.586
014.06_1.05_phosphine--methanol	5.272	6.401	5.368	2.045	1.713	1.713	1.713	0.849	0.380	-0.171	-0.171	-0.360
014.06_1.10_phosphine--methanol	3.047	4.935	4.275	1.717	1.403	1.403	1.403	0.745	0.268	-0.198	-0.198	-0.141
014.06_1.15_phosphine--methanol	2.109	3.772	3.372	1.505	1.206	1.206	1.206	0.703	0.217	-0.188	-0.188	0.041
014.06_1.25_phosphine--methanol	1.508	2.267	2.109	1.259	1.016	1.016	1.016	0.686	0.172	-0.159	-0.159	0.271
014.07_1.00_trimethylphosphine--acetone	2.902	4.679	4.433	2.228	1.807	1.808	1.808	2.672	-0.036	-0.626	-0.626	1.295
014.07_1.05_trimethylphosphine--acetone	1.966	3.512	3.462	1.938	1.544	1.544	1.544	2.493	-0.059	-0.570	-0.570	1.294
014.07_1.10_trimethylphosphine--acetone	1.621	2.672	2.718	1.737	1.378	1.379	1.379	2.336	-0.059	-0.524	-0.524	1.276
014.07_1.15_trimethylphosphine--acetone	1.419	2.071	2.161	1.584	1.273	1.273	1.273	2.194	-0.053	-0.462	-0.462	1.241
014.07_1.25_trimethylphosphine--acetone	1.135	1.321	1.434	1.336	1.117	1.117	1.117	1.956	-0.039	-0.323	-0.323	1.134
014.08_1.00_trimethylphosphine--furan	6.804	7.356	5.853	0.862	0.053	0.071	0.071	-1.445	0.328	-0.861	-0.861	-0.870
014.08_1.05_trimethylphosphine--furan	3.514	5.760	4.551	0.609	-0.118	-0.102	-0.102	-1.152	0.114	-0.921	-0.921	-0.760
014.08_1.10_trimethylphosphine--furan	1.683	4.282	3.458	0.457	-0.198	-0.184	-0.184	-0.867	0.032	-0.849	-0.849	-0.598
014.08_1.15_trimethylphosphine--furan	1.003	3.157	2.595	0.383	-0.206	-0.194	-0.194	-0.613	0.004	-0.758	-0.758	-0.438
014.08_1.25_trimethylphosphine--furan	0.623	1.747	1.453	0.336	-0.112	-0.104	-0.104	-0.239	-0.007	-0.589	-0.589	-0.192
014.09_1.00_trimethylphosphine--methanol	3.564	5.475	4.787	1.927	1.436	1.436	1.436	1.957	0.021	-0.696	-0.696	0.785
014.09_1.05_trimethylphosphine--methanol	2.112	4.085	3.716	1.647	1.199	1.200	1.200	1.823	-0.028	-0.630	-0.630	0.838
014.09_1.10_trimethylphosphine--methanol	1.596	3.063	2.877	1.464	1.059	1.059	1.059	1.747	-0.039	-0.567	-0.567	0.874
014.09_1.15_trimethylphosphine--methanol	1.352	2.327	2.241	1.332	0.980	0.980	0.980	1.694	-0.038	-0.503	-0.503	0.887
014.09_1.25_trimethylphosphine--methanol	1.043	1.412	1.412	1.125	0.878	0.878	0.878	1.589	-0.029	-0.353	-0.353	0.856
014.10_1.00_water--CH3PCH2	7.136	6.795	5.541	1.764	1.505	1.505	1.505	2.891	0.270	-0.219	-0.219	0.132
014.10_1.05_water--CH3PCH2	3.999	5.384	4.465	1.365	1.118	1.118	1.118	2.452	0.112	-0.297	-0.297	0.243
014.10_1.10_water--CH3PCH2	2.402	4.110	3.531	1.112	0.868	0.868	0.868	2.147	0.055	-0.289	-0.289	0.353
014.10_1.15_water--CH3PCH2	1.798	3.143	2.776	0.961	0.723	0.723	0.723	1.934	0.035	-0.277	-0.277	0.438
014.10_1.25_water--CH3PCH2	1.346	1.911	1.740	0.800	0.611	0.612	0.612	1.641	0.028	-0.229	-0.229	0.524
014.11_1.00_water--phosphine	7.765	7.010	5.875	2.465	2.263	2.262	2.262	1.916	0.556	0.145	0.145	-0.132
014.11_1.05_water--phosphine	4.498	5.611	4.784	1.990	1.793	1.793	1.793	1.564	0.347	0.000	0.000	0.048
014.11_1.10_water--phosphine	2.746	4.307	3.821	1.673	1.474	1.474	1.474	1.337	0.258	-0.032	-0.032	0.214
014.11_1.15_water--phosphine	2.058	3.306	3.032	1.469	1.270	1.270	1.270	1.193	0.216	-0.047	-0.047	0.344
014.11_1.25_water--phosphine	1.542	2.023	1.934	1.225	1.064	1.063	1.063	1.014	0.175	-0.048	-0.048	0.485
014.12_1.00_water--trimethylphosphine	2.717	4.468	4.044	1.821	1.524	1.524	1.524	2.685	-0.010	-0.434	-0.434	1.202
014.12_1.05_water--trimethylphosphine	1.866	3.335	3.149	1.570	1.288	1.288	1.288	2.394	-0.037	-0.405	-0.405	1.199
014.12_1.10_water--trimethylphosphine	1.535	2.519	2.457	1.401	1.146	1.146	1.146	2.178	-0.040	-0.376	-0.376	1.178
014.12_1.15_water--trimethylphosphine	1.331	1.935	1.937	1.273	1.055	1.055	1.055	2.002	-0.037	-0.329	-0.329	1.140
014.12_1.25_water--trimethylphosphine	1.041	1.208	1.258	1.064	0.917	0.917	0.917	1.714	-0.028	-0.222	-0.222	1.030
015.01_1.00_CH3PCH2--CH3PCH2	1.696	4.716	3.531	2.163	1.738	1.739	1.739	8.690	0.439	-0.315	-0.315	-0.886
015.01_1.05_CH3PCH2--CH3PCH2	1.238	3.397	2.738	0.984	0.622	0.624	0.624	4.525	0.158	-0.585	-0.585	-0.872
015.01_1.10_CH3PCH2--CH3PCH2	1.096	2.468	2.117	0.394	0.073	0.075	0.075	2.011	0.055	-0.585	-0.585	-0.760
015.01_1.15_CH3PCH2--CH3PCH2	1.000	1.815	1.644	0.171	-0.132	-0.131	-0.131	0.765	0.019	-0.502	-0.502	-0.624
015.01_1.25_CH3PCH2--CH3PCH2	0.847	1.032	1.020	0.177	-0.125	-0.124	-0.124	0.392	0.004	-0.397	-0.397	-0.387
015.02_1.00_phosphine--CH3PCH2	1.745	4.307	3.386	2.265	1.981	1.981	1.981	6.212	0.421	-0.155	-0.155	-0.804
015.02_1.05_phosphine--CH3PCH2	1.388	3.117	2.656	1.167	0.924	0.924	0.924	2.367	0.159	-0.410	-0.410	-0.758
015.02_1.10_phosphine--CH3PCH2	1.249	2.277	2.081	0.634	0.411	0.412	0.412	0.206	0.062	-0.417	-0.417	-0.630
015.02_1.15_phosphine--CH3PCH2	1.142	1.688	1.640	0.439	0.218	0.218	0.218	-0.707	0.028	-0.359	-0.359	-0.489
015.02_1.25_phosphine--CH3PCH2	0.965	0.978	1.046	0.434	0.198	0.199	0.199	-0.601	0.011	-0.303	-0.303	-0.256
015.03_1.00_phosphine--phosphine	1.897	4.010	3.317	2.559	2.374	2.374	2.374	4.379	0.417	-0.028	-0.028	-0.858
015.03_1.05_phosphine--phosphine	1.585	2.916	2.631	1.503	1.342	1.342	1.342	0.810	0.166	-0.273	-0.273	-0.772
015.03_1.10_phosphine--phosphine	1.435	2.145	2.085	0.996	0.842	0.842	0.842	-1.066	0.073	-0.289	-0.289	-0.619
015.03_1.15_phosphine--phosphine	1.311	1.602	1.662	0.805	0.642	0.642	0.642	-1.745	0.040	-0.251	-0.251	-0.459
015.03_1.25_phosphine--phosphine	1.103	0.947	1.082	0.764	0.578	0.578	0.578	-1.352	0.024	-0.227	-0.227	-0.210
015.04_1.00_trimethylphosphine--CH3PCH2	1.278	3.992	3.393	1.591	1.048	1.049	1.049	5.829	0.243	-0.714	-0.714	-0.585
015.04_1.05_trimethylphosphine--CH3PCH2	1.087	2.857	2.605	0.818	0.353	0.355	0.355	2.773	0.079	-0.754	-0.754	-0.513
015.04_1.10_trimethylphosphine--CH3PCH2	0.984	2.067	2.009	0.492	0.077	0.078	0.078	1.220	0.023	-0.655	-0.655	-0.391
015.04_1.15_trimethylphosphine--CH3PCH2	0.898	1.517	1.564	0.406	0.016	0.017	0.017	0.671	0.006	-0.554	-0.554	-0.274
015.04_1.25_trimethylphosphine--CH3PCH2	0.758	0.865	0.984	0.446	0.101	0.102	0.102	0.862	-0.001	-0.456	-0.456	-0.095
015.05_1.00_trimethylphosphine--phosphine	1.404	3.624	3.297	1.943	1.560	1.561	1.561	3.207	0.228	-0.511	-0.511	-0.579
015.05_1.05_trimethylphosphine--phosphine	1.236	2.608	2.563	1.218	0.887	0.888	0.888	0.532	0.079	-0.550	-0.550	-0.465
015.05_1.10_trimethylphosphine--phosphine	1.122	1.900	2.004	0.911	0.607	0.608	0.608	-0.654	0.027	-0.479	-0.479	-0.322
015.05_1.15_trimethylphosphine--phosphine	1.025	1.407	1.583	0.818	0.522	0.522	0.522	-0.886	0.010	-0.412	-0.412	-0.196
015.05_1.25_trimethylphosphine--phosphine	0.861	0.821	1.024	0.795	0.529	0.530	0.530	-0.245	0.002	-0.355	-0.355	-0.020
015.06_1.00_trimethylphosphine--trimethylphosphine	1.034	2.885	2.878	1.251	0.635	0.636	0.636	2.995	0.079	-0.923	-0.923	-0.067
015.06_1.05_trimethylphosphine--trimethylphosphine	0.929	2.050	2.201	0.914	0.376	0.377	0.377	1.538	0.022	-0.785	-0.785	0.032
015.06_1.10_trimethylphosphine--trimethylphosphine	0.843	1.480	1.703	0.812	0.323	0.324	0.324	1.125	0.005	-0.660	-0.660	0.121
015.06_1.15_trimethylphosphine--trimethylphosphine	0.769	1.089	1.336	0.793	0.345	0.346	0.346	1.209	0.001	-0.581	-0.581	0.190
015.06_1.25_trimethylphosphine--trimethylphosphine	0.646	0.633	0.864	0.752	0.411	0.411	0.411	1.566	-0.001	-0.453	-0.453	0.277
016.02_1.00_hydrogen_sulfide--dihydrogen	-1.134	0.718	-0.871	2.413	2.310	2.310	2.310	4.010	0.810	0.615	0.615	1.270
016.02_1.05_hydrogen_sulfide--dihydrogen	-0.942	0.334	-0.858	1.549	1.433	1.433	1.433	2.816	0.143	-0.041	-0.041	0.617
016.02_1.10_hydrogen_sulfide--dihydrogen	-0.698	0.162	-0.736	0.983	0.855	0.854	0.854	1.947	-0.183	-0.395	-0.395	0.219
016.02_1.15_hydrogen_sulfide--dihydrogen	-0.474	0.110	-0.571	0.626	0.492	0.491	0.491	1.319	-0.307	-0.581	-0.581	-0.019
016.02_1.25_hydrogen_sulfide--dihydrogen	-0.166	0.100	-0.285	0.269	0.139	0.138	0.138	0.550	-0.285	-0.574	-0.574	-0.222
