# Interaction energies and their componets in kcal/mol
# Prefix corr_ denotes the correlation enegy term only
# Suffixes _os and _ss denote the other-spin and same-spin components of the correlation energy
system	HF/aDZ	HF/aTZ	HF/haTZ	HF/aQZ	HF/a5Z	corr_MP2/aDZ	corr_MP2/aTZ	corr_MP2/haTZ	corr_MP2/aQZ	corr_MP2/a5Z	corr_MP2/CBS(aTQZ)	corr_MP2/CBS(aQ5Z)	corr_MP2_os/aDZ	corr_MP2_ss/aDZ	corr_MP2_os/aTZ	corr_MP2_ss/aTZ	corr_MP2_os/haTZ	corr_MP2_ss/haTZ	corr_MP2_os/aQZ	corr_MP2_ss/aQZ	corr_MP2_os/a5Z	corr_MP2_ss/a5Z	corr_MP2_os/CBS(aTQZ)	corr_MP2_ss/CBS(aTQZ)	corr_MP2_os/CBS(aQ5Z)	corr_MP2_ss/CBS(aQ5Z)	corr_CCSD(T)/aDZ	corr_CCSD/aDZ	corr_CCSD(T)/haTZ	corr_CCSD/haTZ
2.03.22_0.80	23.784	23.742	23.742	23.712	23.696	-24.547	-26.464	-26.319	-27.030	-27.234	-27.444	-27.448	-12.817	-11.729	-14.010	-12.454	-13.918	-12.401	-14.418	-12.612	-14.580	-12.654	-14.716	-12.728	-14.750	-12.698	-18.314	-15.175	-19.944	-16.365
2.03.22_0.85	16.318	16.311	~~~	16.294	~~~	-20.251	-21.641	~~~	-22.061	~~~	-22.368	~~~	-10.570	-9.681	-11.423	-10.218	~~~	~~~	-11.723	-10.338	~~~	~~~	-11.941	-10.427	~~~	~~~	-15.188	-12.579	~~~	~~~
2.03.22_0.90	11.211	11.209	~~~	11.199	~~~	-16.719	-17.718	~~~	-18.028	~~~	-18.255	~~~	-8.721	-7.998	-9.325	-8.393	~~~	~~~	-9.543	-8.486	~~~	~~~	-9.702	-8.553	~~~	~~~	-12.594	-10.422	~~~	~~~
2.03.22_0.95	7.732	7.722	~~~	7.716	~~~	-13.815	-14.529	~~~	-14.758	~~~	-14.924	~~~	-7.200	-6.615	-7.624	-6.905	~~~	~~~	-7.782	-6.976	~~~	~~~	-7.897	-7.027	~~~	~~~	-10.445	-8.636	~~~	~~~
2.03.22_1.00	5.370	5.347	5.346	5.344	5.342	-11.430	-11.938	-11.862	-12.104	-12.160	-12.226	-12.219	-5.952	-5.478	-6.247	-5.691	-6.200	-5.661	-6.360	-5.745	-6.402	-5.758	-6.442	-5.784	-6.447	-5.773	-8.667	-7.158	-9.019	-7.350
2.03.22_1.05	3.768	3.734	~~~	3.733	~~~	-9.470	-9.832	~~~	-9.952	~~~	-10.039	~~~	-4.928	-4.542	-5.132	-4.700	~~~	~~~	-5.211	-4.741	~~~	~~~	-5.269	-4.770	~~~	~~~	-7.197	-5.939	~~~	~~~
2.03.22_1.10	2.681	2.641	~~~	2.641	~~~	-7.861	-8.119	~~~	-8.204	~~~	-8.266	~~~	-4.087	-3.774	-4.228	-3.891	~~~	~~~	-4.283	-3.921	~~~	~~~	-4.323	-3.943	~~~	~~~	-5.984	-4.933	~~~	~~~
2.03.22_1.25	1.092	1.050	~~~	1.050	~~~	-4.561	-4.655	~~~	-4.683	~~~	-4.703	~~~	-2.368	-2.192	-2.412	-2.243	~~~	~~~	-2.428	-2.255	~~~	~~~	-2.439	-2.264	~~~	~~~	-3.478	-2.863	~~~	~~~
2.03.22_1.50	0.409	0.381	~~~	0.379	~~~	-1.963	-1.978	~~~	-1.979	~~~	-1.980	~~~	-1.023	-0.940	-1.023	-0.954	~~~	~~~	-1.022	-0.957	~~~	~~~	-1.021	-0.959	~~~	~~~	-1.495	-1.232	~~~	~~~
2.03.22_2.00	0.152	0.141	~~~	0.140	~~~	-0.476	-0.469	~~~	-0.468	~~~	-0.467	~~~	-0.253	-0.223	-0.246	-0.223	~~~	~~~	-0.244	-0.223	~~~	~~~	-0.243	-0.224	~~~	~~~	-0.364	-0.302	~~~	~~~
2.03.23_0.80	14.873	14.748	14.757	14.740	14.736	-13.371	-14.748	-14.550	-15.115	-15.246	-15.383	-15.383	-6.815	-6.556	-7.694	-7.054	-7.570	-6.980	-7.966	-7.149	-8.072	-7.174	-8.165	-7.218	-8.184	-7.199	-11.072	-9.418	-12.201	-10.270
2.03.23_0.85	9.772	9.704	~~~	9.698	~~~	-10.908	-11.916	~~~	-12.187	~~~	-12.385	~~~	-5.554	-5.354	-6.192	-5.724	~~~	~~~	-6.391	-5.796	~~~	~~~	-6.537	-5.848	~~~	~~~	-9.088	-7.719	~~~	~~~
2.03.23_0.90	6.365	6.334	~~~	6.329	~~~	-8.902	-9.636	~~~	-9.836	~~~	-9.982	~~~	-4.527	-4.374	-4.987	-4.649	~~~	~~~	-5.133	-4.703	~~~	~~~	-5.239	-4.743	~~~	~~~	-7.454	-6.321	~~~	~~~
2.03.23_0.95	4.107	4.098	~~~	4.094	~~~	-7.270	-7.804	~~~	-7.950	~~~	-8.057	~~~	-3.692	-3.578	-4.023	-3.781	~~~	~~~	-4.129	-3.822	~~~	~~~	-4.206	-3.852	~~~	~~~	-6.111	-5.175	~~~	~~~
2.03.23_1.00	2.624	2.625	2.628	2.622	2.622	-5.944	-6.332	-6.218	-6.439	-6.476	-6.517	-6.514	-3.014	-2.930	-3.252	-3.080	-3.184	-3.034	-3.328	-3.111	-3.357	-3.119	-3.384	-3.134	-3.387	-3.127	-5.011	-4.236	-5.246	-4.381
2.03.23_1.05	1.656	1.662	~~~	1.660	~~~	-4.868	-5.150	~~~	-5.227	~~~	-5.284	~~~	-2.463	-2.404	-2.635	-2.515	~~~	~~~	-2.690	-2.538	~~~	~~~	-2.729	-2.555	~~~	~~~	-4.110	-3.470	~~~	~~~
2.03.23_1.10	1.028	1.035	~~~	1.034	~~~	-3.994	-4.199	~~~	-4.256	~~~	-4.297	~~~	-2.017	-1.976	-2.141	-2.058	~~~	~~~	-2.180	-2.076	~~~	~~~	-2.208	-2.088	~~~	~~~	-3.374	-2.845	~~~	~~~
2.03.23_1.25	0.200	0.209	~~~	0.209	~~~	-2.240	-2.322	~~~	-2.343	~~~	-2.358	~~~	-1.124	-1.116	-1.173	-1.150	~~~	~~~	-1.186	-1.157	~~~	~~~	-1.196	-1.162	~~~	~~~	-1.887	-1.586	~~~	~~~
2.03.23_1.50	-0.035	-0.029	~~~	-0.028	~~~	-0.914	-0.936	~~~	-0.940	~~~	-0.943	~~~	-0.455	-0.460	-0.467	-0.469	~~~	~~~	-0.470	-0.471	~~~	~~~	-0.471	-0.472	~~~	~~~	-0.759	-0.636	~~~	~~~
2.03.23_2.00	-0.024	-0.022	~~~	-0.022	~~~	-0.204	-0.206	~~~	-0.206	~~~	-0.207	~~~	-0.100	-0.103	-0.102	-0.104	~~~	~~~	-0.102	-0.105	~~~	~~~	-0.102	-0.105	~~~	~~~	-0.164	-0.137	~~~	~~~
2.03.26_0.80	15.677	15.543	15.550	15.536	15.531	-14.424	-15.772	-15.589	-16.131	-16.260	-16.394	-16.395	-7.360	-7.064	-8.228	-7.543	-8.112	-7.476	-8.499	-7.632	-8.605	-7.655	-8.696	-7.698	-8.716	-7.680	-11.935	-10.082	-13.048	-10.910
2.03.26_0.85	10.369	10.290	~~~	10.284	~~~	-11.818	-12.806	~~~	-13.073	~~~	-13.267	~~~	-6.025	-5.793	-6.656	-6.150	~~~	~~~	-6.855	-6.218	~~~	~~~	-7.000	-6.267	~~~	~~~	-9.838	-8.300	~~~	~~~
2.03.26_0.90	6.809	6.769	~~~	6.765	~~~	-9.694	-10.416	~~~	-10.612	~~~	-10.756	~~~	-4.937	-4.757	-5.393	-5.023	~~~	~~~	-5.538	-5.074	~~~	~~~	-5.644	-5.111	~~~	~~~	-8.110	-6.832	~~~	~~~
2.03.26_0.95	4.439	4.424	~~~	4.420	~~~	-7.963	-8.488	~~~	-8.633	~~~	-8.738	~~~	-4.050	-3.913	-4.379	-4.110	~~~	~~~	-4.484	-4.148	~~~	~~~	-4.562	-4.177	~~~	~~~	-6.688	-5.626	~~~	~~~
2.03.26_1.00	2.872	2.870	2.874	2.867	2.867	-6.551	-6.934	-6.831	-7.040	-7.076	-7.117	-7.114	-3.326	-3.224	-3.564	-3.370	-3.501	-3.329	-3.640	-3.399	-3.670	-3.407	-3.696	-3.421	-3.700	-3.414	-5.517	-4.634	-5.756	-4.777
2.03.26_1.05	1.842	1.846	~~~	1.844	~~~	-5.399	-5.678	~~~	-5.756	~~~	-5.813	~~~	-2.737	-2.662	-2.908	-2.770	~~~	~~~	-2.964	-2.792	~~~	~~~	-3.004	-2.809	~~~	~~~	-4.555	-3.821	~~~	~~~
2.03.26_1.10	1.168	1.174	~~~	1.173	~~~	-4.460	-4.664	~~~	-4.721	~~~	-4.762	~~~	-2.256	-2.203	-2.381	-2.283	~~~	~~~	-2.421	-2.300	~~~	~~~	-2.450	-2.312	~~~	~~~	-3.766	-3.155	~~~	~~~
2.03.26_1.25	0.261	0.270	~~~	0.270	~~~	-2.554	-2.637	~~~	-2.658	~~~	-2.673	~~~	-1.285	-1.269	-1.334	-1.303	~~~	~~~	-1.348	-1.310	~~~	~~~	-1.359	-1.314	~~~	~~~	-2.152	-1.798	~~~	~~~
2.03.26_1.50	-0.017	-0.010	~~~	-0.010	~~~	-1.078	-1.100	~~~	-1.104	~~~	-1.107	~~~	-0.538	-0.540	-0.550	-0.549	~~~	~~~	-0.553	-0.551	~~~	~~~	-0.555	-0.552	~~~	~~~	-0.896	-0.747	~~~	~~~
2.03.26_2.00	-0.019	-0.018	~~~	-0.018	~~~	-0.253	-0.256	~~~	-0.256	~~~	-0.256	~~~	-0.125	-0.128	-0.127	-0.129	~~~	~~~	-0.127	-0.129	~~~	~~~	-0.127	-0.129	~~~	~~~	-0.204	-0.170	~~~	~~~
2.03.28_0.80	13.720	13.581	13.589	13.569	13.564	-12.386	-13.552	-13.364	-13.859	-13.968	-14.082	-14.083	-6.315	-6.071	-7.078	-6.474	-6.960	-6.404	-7.312	-6.547	-7.403	-6.565	-7.483	-6.599	-7.499	-6.584	-10.450	-8.847	-11.383	-9.547
2.03.28_0.85	9.107	9.022	~~~	9.012	~~~	-10.200	-11.061	~~~	-11.288	~~~	-11.453	~~~	-5.196	-5.004	-5.754	-5.307	~~~	~~~	-5.926	-5.361	~~~	~~~	-6.052	-5.401	~~~	~~~	-8.651	-7.314	~~~	~~~
2.03.28_0.90	5.992	5.944	~~~	5.936	~~~	-8.411	-9.045	~~~	-9.212	~~~	-9.333	~~~	-4.278	-4.132	-4.686	-4.359	~~~	~~~	-4.812	-4.400	~~~	~~~	-4.904	-4.430	~~~	~~~	-7.165	-6.048	~~~	~~~
2.03.28_0.95	3.905	3.880	~~~	3.874	~~~	-6.946	-7.412	~~~	-7.535	~~~	-7.624	~~~	-3.527	-3.419	-3.824	-3.588	~~~	~~~	-3.916	-3.619	~~~	~~~	-3.982	-3.642	~~~	~~~	-5.936	-5.003	~~~	~~~
2.03.28_1.00	2.517	2.506	2.509	2.501	2.500	-5.747	-6.089	-5.980	-6.179	-6.210	-6.244	-6.242	-2.912	-2.835	-3.128	-2.960	-3.063	-2.918	-3.195	-2.984	-3.220	-2.990	-3.243	-3.001	-3.246	-2.996	-4.921	-4.142	-5.118	-4.261
2.03.28_1.05	1.601	1.596	~~~	1.593	~~~	-4.764	-5.015	~~~	-5.081	~~~	-5.130	~~~	-2.408	-2.356	-2.566	-2.449	~~~	~~~	-2.614	-2.467	~~~	~~~	-2.650	-2.480	~~~	~~~	-4.084	-3.432	~~~	~~~
2.03.28_1.10	0.999	0.999	~~~	0.996	~~~	-3.959	-4.144	~~~	-4.192	~~~	-4.227	~~~	-1.996	-1.963	-2.112	-2.032	~~~	~~~	-2.146	-2.046	~~~	~~~	-2.172	-2.055	~~~	~~~	-3.394	-2.849	~~~	~~~
2.03.28_1.25	0.191	0.198	~~~	0.198	~~~	-2.308	-2.385	~~~	-2.403	~~~	-2.417	~~~	-1.155	-1.153	-1.202	-1.182	~~~	~~~	-1.216	-1.188	~~~	~~~	-1.225	-1.192	~~~	~~~	-1.970	-1.649	~~~	~~~
2.03.28_1.50	-0.041	-0.033	~~~	-0.032	~~~	-1.002	-1.024	~~~	-1.028	~~~	-1.031	~~~	-0.496	-0.505	-0.510	-0.514	~~~	~~~	-0.513	-0.515	~~~	~~~	-0.515	-0.516	~~~	~~~	-0.843	-0.704	~~~	~~~
2.03.28_2.00	-0.021	-0.019	~~~	-0.019	~~~	-0.246	-0.249	~~~	-0.250	~~~	-0.250	~~~	-0.121	-0.125	-0.123	-0.126	~~~	~~~	-0.123	-0.126	~~~	~~~	-0.124	-0.126	~~~	~~~	-0.201	-0.168	~~~	~~~
2.03.31_0.80	14.475	14.373	14.380	14.348	14.332	-13.831	-15.486	-15.398	-15.947	-16.128	-16.283	-16.319	-6.768	-7.063	-7.826	-7.660	-7.769	-7.628	-8.162	-7.785	-8.304	-7.824	-8.406	-7.877	-8.454	-7.865	-10.276	-8.400	-11.816	-9.607
2.03.31_0.85	9.457	9.442	~~~	9.427	~~~	-11.080	-12.314	~~~	-12.660	~~~	-12.912	~~~	-5.441	-5.639	-6.226	-6.088	~~~	~~~	-6.475	-6.184	~~~	~~~	-6.658	-6.254	~~~	~~~	-8.335	-6.830	~~~	~~~
2.03.31_0.90	6.062	6.100	~~~	6.092	~~~	-8.908	-9.824	~~~	-10.084	~~~	-10.273	~~~	-4.386	-4.522	-4.965	-4.859	~~~	~~~	-5.151	-4.933	~~~	~~~	-5.286	-4.987	~~~	~~~	-6.776	-5.560	~~~	~~~
2.03.31_0.95	3.794	3.861	~~~	3.856	~~~	-7.187	-7.865	~~~	-8.060	~~~	-8.201	~~~	-3.544	-3.643	-3.970	-3.895	~~~	~~~	-4.108	-3.951	~~~	~~~	-4.209	-3.993	~~~	~~~	-5.519	-4.532	~~~	~~~
2.03.31_1.00	2.301	2.377	2.381	2.375	2.375	-5.817	-6.319	-6.269	-6.464	-6.517	-6.570	-6.573	-2.870	-2.947	-3.184	-3.136	-3.153	-3.116	-3.286	-3.179	-3.326	-3.191	-3.360	-3.210	-3.369	-3.204	-4.503	-3.697	-4.920	-4.004
2.03.31_1.05	1.333	1.407	~~~	1.406	~~~	-4.724	-5.096	~~~	-5.204	~~~	-5.283	~~~	-2.330	-2.394	-2.561	-2.535	~~~	~~~	-2.636	-2.568	~~~	~~~	-2.691	-2.592	~~~	~~~	-3.680	-3.019	~~~	~~~
2.03.31_1.10	0.715	0.782	~~~	0.782	~~~	-3.848	-4.125	~~~	-4.205	~~~	-4.264	~~~	-1.896	-1.952	-2.066	-2.058	~~~	~~~	-2.121	-2.084	~~~	~~~	-2.162	-2.102	~~~	~~~	-3.012	-2.469	~~~	~~~
2.03.31_1.25	-0.041	-0.003	~~~	-0.002	~~~	-2.123	-2.242	~~~	-2.274	~~~	-2.298	~~~	-1.038	-1.085	-1.110	-1.131	~~~	~~~	-1.132	-1.142	~~~	~~~	-1.147	-1.150	~~~	~~~	-1.670	-1.365	~~~	~~~
2.03.31_1.50	-0.157	-0.144	~~~	-0.142	~~~	-0.850	-0.886	~~~	-0.894	~~~	-0.900	~~~	-0.409	-0.441	-0.431	-0.456	~~~	~~~	-0.436	-0.458	~~~	~~~	-0.439	-0.460	~~~	~~~	-0.662	-0.539	~~~	~~~
2.03.31_2.00	-0.044	-0.041	~~~	-0.042	~~~	-0.189	-0.194	~~~	-0.195	~~~	-0.196	~~~	-0.090	-0.099	-0.093	-0.101	~~~	~~~	-0.093	-0.102	~~~	~~~	-0.094	-0.102	~~~	~~~	-0.142	-0.116	~~~	~~~
2.03.34_0.80	7.905	7.738	7.747	7.736	7.725	-7.170	-8.208	-8.112	-8.502	-8.612	-8.716	-8.728	-3.425	-3.745	-4.104	-4.103	-4.043	-4.068	-4.326	-4.176	-4.415	-4.197	-4.487	-4.229	-4.509	-4.218	-5.512	-4.602	-6.429	-5.362
2.03.34_0.85	4.746	4.640	~~~	4.638	~~~	-5.801	-6.600	~~~	-6.823	~~~	-6.986	~~~	-2.749	-3.052	-3.270	-3.330	~~~	~~~	-3.438	-3.385	~~~	~~~	-3.560	-3.426	~~~	~~~	-4.479	-3.732	~~~	~~~
2.03.34_0.90	2.646	2.590	~~~	2.587	~~~	-4.686	-5.302	~~~	-5.471	~~~	-5.595	~~~	-2.202	-2.484	-2.602	-2.700	~~~	~~~	-2.729	-2.742	~~~	~~~	-2.821	-2.774	~~~	~~~	-3.629	-3.016	~~~	~~~
2.03.34_0.95	1.279	1.260	~~~	1.256	~~~	-3.782	-4.258	~~~	-4.386	~~~	-4.480	~~~	-1.760	-2.022	-2.069	-2.189	~~~	~~~	-2.165	-2.222	~~~	~~~	-2.235	-2.245	~~~	~~~	-2.933	-2.430	~~~	~~~
2.03.34_1.00	0.410	0.417	0.429	0.412	0.409	-3.050	-3.420	-3.365	-3.518	-3.555	-3.590	-3.593	-1.405	-1.645	-1.645	-1.776	-1.611	-1.754	-1.717	-1.801	-1.747	-1.808	-1.770	-1.819	-1.777	-1.816	-2.365	-1.953	-2.664	-2.201
2.03.34_1.05	-0.124	-0.100	~~~	-0.105	~~~	-2.460	-2.750	~~~	-2.825	~~~	-2.879	~~~	-1.119	-1.341	-1.308	-1.442	~~~	~~~	-1.363	-1.462	~~~	~~~	-1.404	-1.476	~~~	~~~	-1.903	-1.566	~~~	~~~
2.03.34_1.10	-0.438	-0.403	~~~	-0.407	~~~	-1.984	-2.214	~~~	-2.272	~~~	-2.314	~~~	-0.890	-1.094	-1.041	-1.174	~~~	~~~	-1.083	-1.189	~~~	~~~	-1.114	-1.200	~~~	~~~	-1.529	-1.253	~~~	~~~
2.03.34_1.25	-0.714	-0.666	~~~	-0.667	~~~	-1.049	-1.171	~~~	-1.198	~~~	-1.217	~~~	-0.446	-0.603	-0.528	-0.643	~~~	~~~	-0.548	-0.650	~~~	~~~	-0.563	-0.654	~~~	~~~	-0.789	-0.638	~~~	~~~
2.03.34_1.50	-0.542	-0.504	~~~	-0.500	~~~	-0.379	-0.431	~~~	-0.440	~~~	-0.448	~~~	-0.140	-0.239	-0.177	-0.254	~~~	~~~	-0.185	-0.256	~~~	~~~	-0.191	-0.257	~~~	~~~	-0.264	-0.207	~~~	~~~
2.03.34_2.00	-0.211	-0.201	~~~	-0.200	~~~	-0.062	-0.076	~~~	-0.078	~~~	-0.080	~~~	-0.012	-0.050	-0.022	-0.054	~~~	~~~	-0.025	-0.054	~~~	~~~	-0.026	-0.054	~~~	~~~	-0.032	-0.021	~~~	~~~
2.03.37_0.80	20.221	20.152	20.163	20.077	20.045	-14.843	-17.142	-16.985	-17.841	-18.110	-18.351	-18.392	-7.448	-7.394	-8.922	-8.220	-8.825	-8.160	-9.436	-8.406	-9.649	-8.460	-9.810	-8.541	-9.874	-8.518	-11.355	-9.440	-13.499	-11.116
2.03.37_0.85	12.220	12.260	12.267	12.213	12.195	-11.756	-13.375	-13.245	-13.879	-14.067	-14.247	-14.264	-5.909	-5.847	-6.936	-6.439	-6.856	-6.388	-7.302	-6.578	-7.450	-6.617	-7.569	-6.679	-7.606	-6.658	-9.060	-7.534	-10.535	-8.662
2.03.37_0.90	7.247	7.325	7.328	7.299	7.288	-9.337	-10.468	-10.360	-10.830	-10.959	-11.094	-11.096	-4.696	-4.641	-5.404	-5.064	-5.339	-5.021	-5.663	-5.166	-5.765	-5.194	-5.852	-5.241	-5.872	-5.223	-7.230	-6.009	-8.234	-6.755
2.03.37_0.95	4.205	4.281	4.282	4.269	4.263	-7.431	-8.216	-8.126	-8.474	-8.564	-8.662	-8.658	-3.736	-3.695	-4.221	-3.995	-4.168	-3.959	-4.403	-4.070	-4.473	-4.090	-4.536	-4.125	-4.546	-4.111	-5.770	-4.791	-6.445	-5.275
2.03.37_1.00	2.374	2.431	2.430	2.427	2.423	-5.926	-6.467	-6.394	-6.649	-6.712	-6.782	-6.777	-2.977	-2.949	-3.306	-3.162	-3.262	-3.131	-3.433	-3.216	-3.481	-3.231	-3.526	-3.256	-3.531	-3.246	-4.605	-3.819	-5.054	-4.126
2.03.37_1.05	1.290	1.323	1.322	1.324	1.322	-4.733	-5.106	-5.046	-5.233	-5.277	-5.326	-5.323	-2.374	-2.359	-2.597	-2.509	-2.562	-2.484	-2.684	-2.549	-2.718	-2.560	-2.749	-2.577	-2.752	-2.571	-3.676	-3.045	-3.971	-3.234
2.03.37_1.10	0.660	0.672	0.670	0.675	0.674	-3.788	-4.044	-3.995	-4.132	-4.164	-4.197	-4.196	-1.896	-1.892	-2.046	-1.998	-2.018	-1.977	-2.107	-2.026	-2.130	-2.034	-2.151	-2.046	-2.154	-2.043	-2.936	-2.429	-3.128	-2.542
2.03.37_1.25	-0.006	-0.023	-0.023	-0.019	-0.019	-1.969	-2.055	-2.030	-2.083	-2.095	-2.104	-2.108	-0.979	-0.990	-1.025	-1.030	-1.012	-1.018	-1.044	-1.039	-1.052	-1.043	-1.058	-1.046	-1.061	-1.047	-1.508	-1.245	-1.561	-1.262
2.03.37_1.50	-0.078	-0.091	-0.091	-0.091	-0.090	-0.716	-0.729	-0.722	-0.734	-0.736	-0.738	-0.738	-0.352	-0.364	-0.358	-0.372	-0.354	-0.368	-0.361	-0.373	-0.362	-0.374	-0.363	-0.374	-0.364	-0.375	-0.534	-0.440	-0.538	-0.433
2.03.37_2.00	-0.021	-0.024	-0.024	-0.024	-0.024	-0.136	-0.134	-0.133	-0.135	-0.135	-0.135	-0.135	-0.066	-0.070	-0.065	-0.069	-0.065	-0.069	-0.065	-0.069	-0.065	-0.069	-0.065	-0.069	-0.065	-0.069	-0.097	-0.080	-0.095	-0.077
2.03.41_0.80	13.981	13.500	13.511	13.371	13.300	-10.289	-12.187	-12.001	-12.755	-12.956	-13.169	-13.168	-5.040	-5.249	-6.242	-5.946	-6.125	-5.876	-6.646	-6.108	-6.804	-6.152	-6.942	-6.227	-6.969	-6.199	-8.194	-6.872	-9.865	-8.226
2.03.41_0.85	8.407	8.120	~~~	8.027	~~~	-8.333	-9.756	~~~	-10.180	~~~	-10.490	~~~	-4.076	-4.257	-4.968	-4.788	~~~	~~~	-5.267	-4.913	~~~	~~~	-5.486	-5.004	~~~	~~~	-6.707	-5.620	~~~	~~~
2.03.41_0.90	4.789	4.631	~~~	4.566	~~~	-6.737	-7.798	~~~	-8.112	~~~	-8.341	~~~	-3.289	-3.448	-3.946	-3.852	~~~	~~~	-4.166	-3.946	~~~	~~~	-4.326	-4.015	~~~	~~~	-5.474	-4.580	~~~	~~~
2.03.41_0.95	2.501	2.421	~~~	2.378	~~~	-5.442	-6.226	~~~	-6.457	~~~	-6.626	~~~	-2.650	-2.791	-3.130	-3.096	~~~	~~~	-3.290	-3.167	~~~	~~~	-3.406	-3.220	~~~	~~~	-4.457	-3.723	~~~	~~~
2.03.41_1.00	1.096	1.061	1.063	1.033	1.018	-4.393	-4.969	-4.872	-5.139	-5.192	-5.263	-5.248	-2.133	-2.260	-2.482	-2.488	-2.423	-2.448	-2.597	-2.542	-2.637	-2.555	-2.681	-2.581	-2.680	-2.569	-3.623	-3.020	-4.068	-3.357
2.03.41_1.05	0.267	0.254	~~~	0.235	~~~	-3.547	-3.968	~~~	-4.092	~~~	-4.182	~~~	-1.717	-1.830	-1.967	-2.000	~~~	~~~	-2.051	-2.041	~~~	~~~	-2.111	-2.071	~~~	~~~	-2.941	-2.446	~~~	~~~
2.03.41_1.10	-0.197	-0.202	~~~	-0.215	~~~	-2.866	-3.171	~~~	-3.261	~~~	-3.327	~~~	-1.382	-1.484	-1.561	-1.610	~~~	~~~	-1.621	-1.641	~~~	~~~	-1.664	-1.663	~~~	~~~	-2.385	-1.980	~~~	~~~
2.03.41_1.25	-0.564	-0.570	~~~	-0.574	~~~	-1.525	-1.639	~~~	-1.675	~~~	-1.701	~~~	-0.725	-0.800	-0.789	-0.850	~~~	~~~	-0.812	-0.863	~~~	~~~	-0.828	-0.873	~~~	~~~	-1.274	-1.052	~~~	~~~
2.03.41_1.50	-0.361	-0.366	~~~	-0.368	~~~	-0.564	-0.589	~~~	-0.596	~~~	-0.602	~~~	-0.262	-0.303	-0.274	-0.314	~~~	~~~	-0.279	-0.318	~~~	~~~	-0.282	-0.320	~~~	~~~	-0.465	-0.382	~~~	~~~
2.03.41_2.00	-0.096	-0.097	~~~	-0.098	~~~	-0.107	-0.109	~~~	-0.109	~~~	-0.109	~~~	-0.048	-0.059	-0.048	-0.060	~~~	~~~	-0.049	-0.060	~~~	~~~	-0.049	-0.060	~~~	~~~	-0.085	-0.069	~~~	~~~
2.03.45_0.80	28.444	28.118	28.130	28.061	28.032	-24.914	-28.556	-28.352	-29.610	-30.038	-30.380	-30.487	-11.814	-13.100	-14.123	-14.432	-13.991	-14.361	-14.893	-14.717	-15.230	-14.809	-15.455	-14.925	-15.582	-14.905	-16.020	-12.582	-19.421	-15.324
2.03.45_0.85	18.538	18.444	~~~	18.401	~~~	-20.212	-22.872	~~~	-23.650	~~~	-24.217	~~~	-9.741	-10.471	-11.411	-11.461	~~~	~~~	-11.973	-11.677	~~~	~~~	-12.383	-11.834	~~~	~~~	-13.252	-10.438	~~~	~~~
2.03.45_0.90	11.955	11.991	~~~	11.962	~~~	-16.304	-18.232	~~~	-18.800	~~~	-19.215	~~~	-7.964	-8.340	-9.160	-9.072	~~~	~~~	-9.566	-9.234	~~~	~~~	-9.863	-9.352	~~~	~~~	-10.898	-8.620	~~~	~~~
2.03.45_0.95	7.657	7.747	~~~	7.731	~~~	-13.111	-14.497	~~~	-14.908	~~~	-15.208	~~~	-6.477	-6.633	-7.324	-7.172	~~~	~~~	-7.615	-7.293	~~~	~~~	-7.826	-7.381	~~~	~~~	-8.924	-7.091	~~~	~~~
2.03.45_1.00	4.889	4.982	4.986	4.975	4.976	-10.529	-11.518	-11.418	-11.811	-11.918	-12.025	-12.030	-5.252	-5.277	-5.846	-5.672	-5.784	-5.634	-6.050	-5.761	-6.131	-5.786	-6.199	-5.826	-6.217	-5.813	-7.284	-5.814	-8.127	-6.428
2.03.45_1.05	3.126	3.194	~~~	3.193	~~~	-8.453	-9.154	~~~	-9.361	~~~	-9.512	~~~	-4.251	-4.202	-4.663	-4.491	~~~	~~~	-4.805	-4.556	~~~	~~~	-4.909	-4.603	~~~	~~~	-5.930	-4.753	~~~	~~~
2.03.45_1.10	2.013	2.045	~~~	2.048	~~~	-6.790	-7.286	~~~	-7.430	~~~	-7.535	~~~	-3.438	-3.352	-3.722	-3.564	~~~	~~~	-3.819	-3.611	~~~	~~~	-3.890	-3.645	~~~	~~~	-4.819	-3.877	~~~	~~~
2.03.45_1.25	0.586	0.551	~~~	0.556	~~~	-3.552	-3.728	~~~	-3.775	~~~	-3.810	~~~	-1.822	-1.729	-1.914	-1.815	~~~	~~~	-1.943	-1.832	~~~	~~~	-1.965	-1.845	~~~	~~~	-2.577	-2.089	~~~	~~~
2.03.45_1.50	0.131	0.102	~~~	0.101	~~~	-1.290	-1.317	~~~	-1.326	~~~	-1.333	~~~	-0.670	-0.620	-0.679	-0.639	~~~	~~~	-0.683	-0.643	~~~	~~~	-0.686	-0.647	~~~	~~~	-0.947	-0.773	~~~	~~~
2.03.45_2.00	0.034	0.027	~~~	0.026	~~~	-0.240	-0.236	~~~	-0.236	~~~	-0.237	~~~	-0.128	-0.112	-0.123	-0.112	~~~	~~~	-0.123	-0.113	~~~	~~~	-0.123	-0.114	~~~	~~~	-0.177	-0.145	~~~	~~~
2.03.49_0.80	11.940	11.845	11.853	11.834	11.825	-10.890	-12.061	-11.804	-12.368	-12.475	-12.592	-12.588	-5.468	-5.422	-6.224	-5.838	-6.063	-5.742	-6.455	-5.913	-6.545	-5.931	-6.625	-5.968	-6.638	-5.949	-9.119	-7.586	-10.023	-8.245
