# Interaction energies and their componets in kcal/mol
# Prefix corr_ denotes the correlation enegy term only
# Suffixes _os and _ss denote the other-spin and same-spin components of the correlation energy
system	HF/aDZ	HF/aTZ	HF/haTZ	HF/aQZ	HF/a5Z	corr_MP2/aDZ	corr_MP2/aTZ	corr_MP2/haTZ	corr_MP2/aQZ	corr_MP2/a5Z	corr_MP2/CBS(aTQZ)	corr_MP2/CBS(aQ5Z)	corr_MP2_os/aDZ	corr_MP2_ss/aDZ	corr_MP2_os/aTZ	corr_MP2_ss/aTZ	corr_MP2_os/haTZ	corr_MP2_ss/haTZ	corr_MP2_os/aQZ	corr_MP2_ss/aQZ	corr_MP2_os/a5Z	corr_MP2_ss/a5Z	corr_MP2_os/CBS(aTQZ)	corr_MP2_ss/CBS(aTQZ)	corr_MP2_os/CBS(aQ5Z)	corr_MP2_ss/CBS(aQ5Z)	corr_CCSD(T)/aDZ	corr_CCSD/aDZ	corr_CCSD(T)/haTZ	corr_CCSD/haTZ
3.2.07_125	-4.643	-3.927	~~~	-3.928	~~~	-4.696	-5.437	~~~	-5.637	~~~	-5.783	~~~	-2.242	-2.454	-2.654	-2.783	~~~	~~~	-2.798	-2.84	~~~	~~~	-2.902	-2.881	~~~	~~~	-3.698	-2.985	~~~	~~~
3.2.07_150	-2.368	-2.056	~~~	-2.052	~~~	-1.843	-2.078	~~~	-2.127	~~~	-2.163	~~~	-0.898	-0.945	-1.021	-1.057	~~~	~~~	-1.055	-1.072	~~~	~~~	-1.08	-1.083	~~~	~~~	-1.508	-1.246	~~~	~~~
3.2.07_200	-0.644	-0.56	~~~	-0.56	~~~	-0.375	-0.41	~~~	-0.417	~~~	-0.422	~~~	-0.183	-0.192	-0.2	-0.21	~~~	~~~	-0.205	-0.212	~~~	~~~	-0.208	-0.214	~~~	~~~	-0.298	-0.251	~~~	~~~
3.2.08_080	18.814	18.718	18.762	18.548	18.542	-12.499	-15.844	-15.704	-16.791	-17.179	-17.482	-17.586	-5.647	-6.852	-7.829	-8.015	-7.741	-7.963	-8.525	-8.266	-8.833	-8.346	-9.034	-8.448	-9.156	-8.429	-9.707	-7.975	-12.964	-10.851
3.2.08_085	10.386	10.572	~~~	10.441	~~~	-10.688	-13.198	~~~	-13.895	~~~	-14.404	~~~	-4.95	-5.739	-6.57	-6.628	~~~	~~~	-7.076	-6.82	~~~	~~~	-7.444	-6.96	~~~	~~~	-8.55	-7.021	~~~	~~~
3.2.08_090	5.192	5.496	~~~	5.402	~~~	-8.951	-10.829	~~~	-11.342	~~~	-11.716	~~~	-4.217	-4.734	-5.415	-5.414	~~~	~~~	-5.78	-5.561	~~~	~~~	-6.047	-5.669	~~~	~~~	-7.343	-6.033	~~~	~~~
3.2.08_095	2.074	2.409	~~~	2.347	~~~	-7.403	-8.807	~~~	-9.182	~~~	-9.455	~~~	-3.533	-3.869	-4.418	-4.389	~~~	~~~	-4.68	-4.501	~~~	~~~	-4.872	-4.583	~~~	~~~	-6.206	-5.105	~~~	~~~
3.2.08_100	0.281	0.599	0.625	0.564	0.561	-6.082	-7.134	-7.062	-7.405	-7.504	-7.603	-7.608	-2.935	-3.147	-3.589	-3.544	-3.546	-3.516	-3.775	-3.629	-3.851	-3.653	-3.911	-3.691	-3.93	-3.678	-5.195	-4.281	-6.149	-5.062
3.2.08_105	-0.683	-0.401	~~~	-0.417	~~~	-4.986	-5.774	~~~	-5.967	~~~	-6.107	~~~	-2.43	-2.556	-2.914	-2.86	~~~	~~~	-3.043	-2.923	~~~	~~~	-3.138	-2.969	~~~	~~~	-4.329	-3.574	~~~	~~~
3.2.08_110	-1.138	-0.9	~~~	-0.904	~~~	-4.088	-4.679	~~~	-4.813	~~~	-4.911	~~~	-2.011	-2.078	-2.369	-2.31	~~~	~~~	-2.457	-2.357	~~~	~~~	-2.521	-2.39	~~~	~~~	-3.601	-2.979	~~~	~~~
3.2.08_125	-1.187	-1.066	~~~	-1.06	~~~	-2.286	-2.532	~~~	-2.573	~~~	-2.602	~~~	-1.15	-1.135	-1.294	-1.238	~~~	~~~	-1.317	-1.256	~~~	~~~	-1.334	-1.268	~~~	~~~	-2.08	-1.73	~~~	~~~
3.2.08_150	-0.546	-0.514	~~~	-0.508	~~~	-0.933	-0.986	~~~	-0.99	~~~	-0.992	~~~	-0.481	-0.451	-0.51	-0.476	~~~	~~~	-0.51	-0.48	~~~	~~~	-0.509	-0.483	~~~	~~~	-0.869	-0.729	~~~	~~~
3.2.08_200	-0.068	-0.066	~~~	-0.065	~~~	-0.213	-0.216	~~~	-0.214	~~~	-0.211	~~~	-0.114	-0.099	-0.116	-0.101	~~~	~~~	-0.112	-0.101	~~~	~~~	-0.11	-0.101	~~~	~~~	-0.198	-0.168	~~~	~~~
3.3.01_080	12.204	12.279	12.297	12.138	12.125	-6.222	-8.249	-8.134	-8.844	-9.073	-9.278	-9.313	-2.701	-3.521	-3.968	-4.281	-3.893	-4.24	-4.379	-4.465	-4.552	-4.521	-4.678	-4.6	-4.734	-4.579	-5.234	-4.288	-7.094	-5.906
3.3.01_085	6.735	6.902	~~~	6.816	~~~	-5.161	-6.672	~~~	-7.102	~~~	-7.416	~~~	-2.314	-2.847	-3.245	-3.426	~~~	~~~	-3.537	-3.565	~~~	~~~	-3.75	-3.666	~~~	~~~	-4.427	-3.65	~~~	~~~
3.3.01_090	3.451	3.636	~~~	3.59	~~~	-4.245	-5.367	~~~	-5.674	~~~	-5.898	~~~	-1.953	-2.292	-2.636	-2.732	~~~	~~~	-2.839	-2.835	~~~	~~~	-2.988	-2.91	~~~	~~~	-3.708	-3.073	~~~	~~~
3.3.01_095	1.539	1.711	~~~	1.689	~~~	-3.482	-4.314	~~~	-4.529	~~~	-4.686	~~~	-1.638	-1.844	-2.137	-2.177	~~~	~~~	-2.276	-2.253	~~~	~~~	-2.378	-2.308	~~~	~~~	-3.093	-2.575	~~~	~~~
3.3.01_100	0.474	0.62	0.627	0.612	0.606	-2.857	-3.473	-3.411	-3.621	-3.671	-3.729	-3.724	-1.371	-1.486	-1.734	-1.738	-1.696	-1.714	-1.827	-1.794	-1.863	-1.808	-1.895	-1.834	-1.9	-1.824	-2.575	-2.152	-3.094	-2.57
3.3.01_105	-0.082	0.037	~~~	0.034	~~~	-2.349	-2.803	~~~	-2.903	~~~	-2.976	~~~	-1.147	-1.202	-1.411	-1.392	~~~	~~~	-1.471	-1.432	~~~	~~~	-1.515	-1.461	~~~	~~~	-2.144	-1.798	~~~	~~~
3.3.01_110	-0.341	-0.246	~~~	-0.246	~~~	-1.936	-2.27	~~~	-2.336	~~~	-2.385	~~~	-0.961	-0.975	-1.152	-1.118	~~~	~~~	-1.189	-1.147	~~~	~~~	-1.216	-1.168	~~~	~~~	-1.786	-1.502	~~~	~~~
3.3.01_125	-0.389	-0.345	~~~	-0.344	~~~	-1.106	-1.239	~~~	-1.256	~~~	-1.268	~~~	-0.572	-0.534	-0.644	-0.595	~~~	~~~	-0.649	-0.607	~~~	~~~	-0.653	-0.615	~~~	~~~	-1.041	-0.883	~~~	~~~
3.3.01_150	-0.096	-0.082	~~~	-0.082	~~~	-0.48	-0.51	~~~	-0.507	~~~	-0.505	~~~	-0.264	-0.216	-0.279	-0.232	~~~	~~~	-0.273	-0.234	~~~	~~~	-0.268	-0.236	~~~	~~~	-0.456	-0.393	~~~	~~~
3.3.01_200	0.084	0.084	~~~	0.084	~~~	-0.138	-0.141	~~~	-0.135	~~~	-0.131	~~~	-0.086	-0.052	-0.087	-0.054	~~~	~~~	-0.081	-0.054	~~~	~~~	-0.078	-0.054	~~~	~~~	-0.131	-0.116	~~~	~~~
3.3.02_080	13.595	13.899	13.93	13.601	13.591	-6.693	-10.271	-10.188	-11.566	-12.092	-12.511	-12.643	-1.52	-5.173	-3.716	-6.556	-3.667	-6.521	-4.688	-6.878	-5.11	-6.982	-5.398	-7.113	-5.552	-7.091	-4.017	-2.858	-7.486	-5.937
3.3.02_085	6.204	6.897	~~~	6.684	~~~	-6.23	-9.063	~~~	-10.055	~~~	-10.779	~~~	-1.78	-4.45	-3.496	-5.567	~~~	~~~	-4.233	-5.822	~~~	~~~	-4.77	-6.009	~~~	~~~	-4.057	-2.979	~~~	~~~
3.3.02_090	1.705	2.534	~~~	2.388	~~~	-5.487	-7.728	~~~	-8.485	~~~	-9.037	~~~	-1.757	-3.73	-3.097	-4.632	~~~	~~~	-3.652	-4.833	~~~	~~~	-4.058	-4.98	~~~	~~~	-3.778	-2.828	~~~	~~~
3.3.02_095	-0.939	-0.102	~~~	-0.196	~~~	-4.669	-6.443	~~~	-7.018	~~~	-7.436	~~~	-1.597	-3.072	-2.644	-3.799	~~~	~~~	-3.061	-3.957	~~~	~~~	-3.365	-4.072	~~~	~~~	-3.351	-2.544	~~~	~~~
3.3.02_100	-2.392	-1.609	-1.599	-1.666	-1.676	-3.895	-5.3	-5.245	-5.734	-5.908	-6.05	-6.09	-1.389	-2.506	-2.209	-3.091	-2.178	-3.067	-2.52	-3.214	-2.655	-3.253	-2.747	-3.303	-2.796	-3.294	-2.889	-2.217	-4.158	-3.288
3.3.02_105	-3.09	-2.389	~~~	-2.421	~~~	-3.215	-4.329	~~~	-4.654	~~~	-4.891	~~~	-1.18	-2.035	-1.823	-2.506	~~~	~~~	-2.054	-2.6	~~~	~~~	-2.223	-2.668	~~~	~~~	-2.451	-1.898	~~~	~~~
3.3.02_110	-3.324	-2.712	~~~	-2.729	~~~	-2.643	-3.524	~~~	-3.766	~~~	-3.943	~~~	-0.99	-1.653	-1.494	-2.031	~~~	~~~	-1.665	-2.102	~~~	~~~	-1.789	-2.154	~~~	~~~	-2.062	-1.609	~~~	~~~
3.3.02_125	-2.854	-2.462	~~~	-2.467	~~~	-1.465	-1.9	~~~	-2	~~~	-2.072	~~~	-0.566	-0.899	-0.807	-1.093	~~~	~~~	-0.876	-1.124	~~~	~~~	-0.926	-1.146	~~~	~~~	-1.2	-0.951	~~~	~~~
3.3.02_150	-1.602	-1.406	~~~	-1.408	~~~	-0.564	-0.71	~~~	-0.736	~~~	-0.756	~~~	-0.211	-0.352	-0.29	-0.42	~~~	~~~	-0.308	-0.429	~~~	~~~	-0.321	-0.435	~~~	~~~	-0.472	-0.376	~~~	~~~
3.3.02_200	-0.518	-0.447	~~~	-0.448	~~~	-0.1	-0.133	~~~	-0.136	~~~	-0.139	~~~	-0.028	-0.073	-0.046	-0.087	~~~	~~~	-0.048	-0.088	~~~	~~~	-0.05	-0.088	~~~	~~~	-0.077	-0.059	~~~	~~~
3.3.03_080	11.56	11.615	11.63	11.476	11.466	-5.664	-7.671	-7.579	-8.29	-8.531	-8.742	-8.785	-2.222	-3.442	-3.508	-4.162	-3.451	-4.128	-3.946	-4.343	-4.133	-4.399	-4.266	-4.475	-4.328	-4.457	-4.773	-3.816	-6.702	-5.528
3.3.03_085	6.033	6.194	~~~	6.106	~~~	-4.782	-6.264	~~~	-6.712	~~~	-7.039	~~~	-1.968	-2.813	-2.908	-3.356	~~~	~~~	-3.221	-3.491	~~~	~~~	-3.449	-3.59	~~~	~~~	-4.134	-3.335	~~~	~~~
3.3.03_090	2.742	2.929	~~~	2.879	~~~	-3.982	-5.075	~~~	-5.396	~~~	-5.63	~~~	-1.698	-2.284	-2.384	-2.691	~~~	~~~	-2.604	-2.792	~~~	~~~	-2.764	-2.866	~~~	~~~	-3.525	-2.862	~~~	~~~
3.3.03_095	0.857	1.031	~~~	1.008	~~~	-3.296	-4.101	~~~	-4.327	~~~	-4.492	~~~	-1.446	-1.85	-1.945	-2.156	~~~	~~~	-2.097	-2.23	~~~	~~~	-2.208	-2.284	~~~	~~~	-2.979	-2.432	~~~	~~~
3.3.03_100	-0.164	-0.016	-0.011	-0.024	-0.03	-2.721	-3.314	-3.262	-3.472	-3.524	-3.586	-3.58	-1.222	-1.499	-1.586	-1.729	-1.554	-1.708	-1.689	-1.783	-1.727	-1.797	-1.764	-1.822	-1.768	-1.812	-2.505	-2.054	-3.034	-2.491
3.3.03_105	-0.667	-0.547	~~~	-0.547	~~~	-2.247	-2.683	~~~	-2.791	~~~	-2.869	~~~	-1.03	-1.217	-1.293	-1.39	~~~	~~~	-1.362	-1.429	~~~	~~~	-1.412	-1.457	~~~	~~~	-2.1	-1.728	~~~	~~~
3.3.03_110	-0.87	-0.776	~~~	-0.773	~~~	-1.857	-2.178	~~~	-2.25	~~~	-2.303	~~~	-0.865	-0.992	-1.057	-1.121	~~~	~~~	-1.101	-1.149	~~~	~~~	-1.133	-1.17	~~~	~~~	-1.758	-1.45	~~~	~~~
3.3.03_125	-0.767	-0.727	~~~	-0.722	~~~	-1.063	-1.19	~~~	-1.21	~~~	-1.225	~~~	-0.515	-0.548	-0.588	-0.602	~~~	~~~	-0.597	-0.613	~~~	~~~	-0.604	-0.622	~~~	~~~	-1.03	-0.857	~~~	~~~
3.3.03_150	-0.316	-0.304	~~~	-0.302	~~~	-0.456	-0.485	~~~	-0.484	~~~	-0.483	~~~	-0.233	-0.224	-0.248	-0.237	~~~	~~~	-0.245	-0.239	~~~	~~~	-0.242	-0.241	~~~	~~~	-0.447	-0.376	~~~	~~~
3.3.03_200	-0.007	-0.006	~~~	-0.005	~~~	-0.126	-0.128	~~~	-0.124	~~~	-0.12	~~~	-0.071	-0.054	-0.073	-0.055	~~~	~~~	-0.069	-0.055	~~~	~~~	-0.066	-0.055	~~~	~~~	-0.122	-0.105	~~~	~~~
3.3.04_080	10.016	10.055	10.068	9.938	9.92	-3.815	-5.831	-5.811	-6.463	-6.703	-6.924	-6.956	-1.368	-2.447	-2.676	-3.155	-2.665	-3.145	-3.137	-3.326	-3.326	-3.378	-3.474	-3.45	-3.524	-3.432	-3.043	-2.466	-5.052	-4.284
3.3.04_085	4.599	4.757	~~~	4.691	~~~	-3.29	-4.786	~~~	-5.245	~~~	-5.58	~~~	-1.271	-2.019	-2.228	-2.558	~~~	~~~	-2.558	-2.688	~~~	~~~	-2.798	-2.782	~~~	~~~	-2.71	-2.215	~~~	~~~
3.3.04_090	1.488	1.678	~~~	1.648	~~~	-2.761	-3.871	~~~	-4.204	~~~	-4.446	~~~	-1.121	-1.64	-1.821	-2.05	~~~	~~~	-2.056	-2.148	~~~	~~~	-2.228	-2.219	~~~	~~~	-2.334	-1.922	~~~	~~~
3.3.04_095	-0.208	-0.027	~~~	-0.033	~~~	-2.281	-3.107	~~~	-3.347	~~~	-3.521	~~~	-0.96	-1.322	-1.474	-1.633	~~~	~~~	-1.641	-1.706	~~~	~~~	-1.762	-1.759	~~~	~~~	-1.973	-1.633	~~~	~~~
3.3.04_100	-1.06	-0.9	-0.897	-0.894	-0.903	-1.868	-2.485	-2.477	-2.656	-2.712	-2.78	-2.771	-0.808	-1.061	-1.187	-1.298	-1.183	-1.294	-1.304	-1.351	-1.346	-1.365	-1.39	-1.39	-1.391	-1.38	-1.648	-1.371	-2.242	-1.878
3.3.04_105	-1.421	-1.286	~~~	-1.276	~~~	-1.522	-1.984	~~~	-2.105	~~~	-2.193	~~~	-0.672	-0.851	-0.953	-1.031	~~~	~~~	-1.035	-1.07	~~~	~~~	-1.095	-1.098	~~~	~~~	-1.365	-1.141	~~~	~~~
3.3.04_110	-1.512	-1.401	~~~	-1.39	~~~	-1.237	-1.583	~~~	-1.669	~~~	-1.731	~~~	-0.554	-0.682	-0.764	-0.819	~~~	~~~	-0.821	-0.848	~~~	~~~	-0.863	-0.868	~~~	~~~	-1.125	-0.943	~~~	~~~
3.3.04_125	-1.208	-1.152	~~~	-1.142	~~~	-0.657	-0.807	~~~	-0.84	~~~	-0.865	~~~	-0.302	-0.355	-0.391	-0.416	~~~	~~~	-0.413	-0.428	~~~	~~~	-0.429	-0.436	~~~	~~~	-0.616	-0.521	~~~	~~~
3.3.04_150	-0.627	-0.606	~~~	-0.6	~~~	-0.232	-0.276	~~~	-0.287	~~~	-0.295	~~~	-0.106	-0.126	-0.133	-0.143	~~~	~~~	-0.14	-0.147	~~~	~~~	-0.146	-0.15	~~~	~~~	-0.224	-0.193	~~~	~~~
3.3.04_200	-0.199	-0.194	~~~	-0.192	~~~	-0.031	-0.041	~~~	-0.043	~~~	-0.044	~~~	-0.012	-0.018	-0.02	-0.021	~~~	~~~	-0.021	-0.022	~~~	~~~	-0.022	-0.022	~~~	~~~	-0.034	-0.031	~~~	~~~
3.3.05_080	10.522	10.536	10.546	10.463	10.447	-5.731	-7.282	-7.235	-7.741	-7.912	-8.076	-8.091	-2.692	-3.039	-3.658	-3.624	-3.627	-3.608	-3.974	-3.767	-4.103	-3.809	-4.205	-3.871	-4.239	-3.852	-4.627	-3.873	-6.107	-5.137
3.3.05_085	5.689	5.772	~~~	5.739	~~~	-4.631	-5.761	~~~	-6.085	~~~	-6.322	~~~	-2.214	-2.417	-2.905	-2.856	~~~	~~~	-3.124	-2.962	~~~	~~~	-3.283	-3.039	~~~	~~~	-3.799	-3.187	~~~	~~~
3.3.05_090	2.886	2.986	~~~	2.976	~~~	-3.724	-4.547	~~~	-4.773	~~~	-4.938	~~~	-1.806	-1.918	-2.3	-2.246	~~~	~~~	-2.45	-2.323	~~~	~~~	-2.558	-2.38	~~~	~~~	-3.097	-2.602	~~~	~~~
3.3.05_095	1.311	1.405	~~~	1.406	~~~	-2.992	-3.592	~~~	-3.747	~~~	-3.86	~~~	-1.469	-1.523	-1.823	-1.769	~~~	~~~	-1.923	-1.824	~~~	~~~	-1.996	-1.864	~~~	~~~	-2.518	-2.118	~~~	~~~
3.3.05_100	0.461	0.541	0.543	0.546	0.541	-2.41	-2.845	-2.826	-2.95	-2.983	-3.026	-3.017	-1.196	-1.214	-1.449	-1.397	-1.437	-1.389	-1.514	-1.436	-1.537	-1.446	-1.562	-1.465	-1.56	-1.457	-2.046	-1.724	-2.443	-2.034
3.3.05_105	0.028	0.094	~~~	0.099	~~~	-1.946	-2.262	~~~	-2.332	~~~	-2.384	~~~	-0.975	-0.971	-1.155	-1.107	~~~	~~~	-1.197	-1.136	~~~	~~~	-1.228	-1.156	~~~	~~~	-1.664	-1.404	~~~	~~~
3.3.05_110	-0.171	-0.119	~~~	-0.114	~~~	-1.578	-1.807	~~~	-1.854	~~~	-1.888	~~~	-0.797	-0.781	-0.925	-0.882	~~~	~~~	-0.951	-0.902	~~~	~~~	-0.971	-0.917	~~~	~~~	-1.356	-1.145	~~~	~~~
3.3.05_125	-0.23	-0.206	~~~	-0.203	~~~	-0.866	-0.953	~~~	-0.967	~~~	-0.977	~~~	-0.445	-0.421	-0.491	-0.462	~~~	~~~	-0.497	-0.47	~~~	~~~	-0.501	-0.476	~~~	~~~	-0.747	-0.632	~~~	~~~
3.3.05_150	-0.071	-0.063	~~~	-0.062	~~~	-0.359	-0.377	~~~	-0.378	~~~	-0.378	~~~	-0.189	-0.17	-0.198	-0.18	~~~	~~~	-0.196	-0.182	~~~	~~~	-0.195	-0.183	~~~	~~~	-0.306	-0.26	~~~	~~~
3.3.05_200	0.024	0.024	~~~	0.024	~~~	-0.094	-0.095	~~~	-0.093	~~~	-0.091	~~~	-0.052	-0.042	-0.052	-0.043	~~~	~~~	-0.05	-0.043	~~~	~~~	-0.048	-0.043	~~~	~~~	-0.078	-0.067	~~~	~~~
3.3.06_080	12.133	12.503	12.518	12.331	12.316	-6.726	-9.264	-9.24	-10.126	-10.468	-10.754	-10.828	-2.603	-4.123	-4.152	-5.112	-4.139	-5.1	-4.791	-5.335	-5.063	-5.405	-5.257	-5.497	-5.349	-5.479	-4.397	-3.521	-6.857	-5.657
3.3.06_085	6.097	6.61	~~~	6.506	~~~	-5.713	-7.678	~~~	-8.314	~~~	-8.778	~~~	-2.336	-3.378	-3.514	-4.164	~~~	~~~	-3.978	-4.336	~~~	~~~	-4.317	-4.461	~~~	~~~	-3.914	-3.159	~~~	~~~
3.3.06_090	2.492	3.02	~~~	2.964	~~~	-4.722	-6.247	~~~	-6.715	~~~	-7.057	~~~	-2.002	-2.72	-2.901	-3.346	~~~	~~~	-3.237	-3.478	~~~	~~~	-3.483	-3.574	~~~	~~~	-3.349	-2.721	~~~	~~~
3.3.06_095	0.424	0.912	~~~	0.888	~~~	-3.85	-5.034	~~~	-5.378	~~~	-5.628	~~~	-1.676	-2.174	-2.364	-2.671	~~~	~~~	-2.607	-2.771	~~~	~~~	-2.784	-2.844	~~~	~~~	-2.806	-2.293	~~~	~~~
3.3.06_100	-0.688	-0.261	-0.258	-0.267	-0.276	-3.124	-4.043	-4.032	-4.293	-4.387	-4.475	-4.485	-1.388	-1.735	-1.915	-2.128	-1.909	-2.123	-2.09	-2.203	-2.161	-2.226	-2.217	-2.258	-2.236	-2.249	-2.327	-1.911	-3.179	-2.608
3.3.06_105	-1.224	-0.859	~~~	-0.857	~~~	-2.534	-3.246	~~~	-3.426	~~~	-3.558	~~~	-1.145	-1.389	-1.548	-1.698	~~~	~~~	-1.673	-1.753	~~~	~~~	-1.764	-1.794	~~~	~~~	-1.923	-1.586	~~~	~~~
3.3.06_110	-1.424	-1.117	~~~	-1.112	~~~	-2.06	-2.61	~~~	-2.74	~~~	-2.834	~~~	-0.944	-1.116	-1.251	-1.359	~~~	~~~	-1.34	-1.399	~~~	~~~	-1.405	-1.429	~~~	~~~	-1.587	-1.314	~~~	~~~
3.3.06_125	-1.238	-1.058	~~~	-1.054	~~~	-1.129	-1.382	~~~	-1.433	~~~	-1.47	~~~	-0.53	-0.599	-0.667	-0.715	~~~	~~~	-0.701	-0.731	~~~	~~~	-0.726	-0.743	~~~	~~~	-0.892	-0.746	~~~	~~~
3.3.06_150	-0.647	-0.564	~~~	-0.562	~~~	-0.447	-0.527	~~~	-0.542	~~~	-0.554	~~~	-0.212	-0.235	-0.254	-0.273	~~~	~~~	-0.264	-0.278	~~~	~~~	-0.272	-0.282	~~~	~~~	-0.35	-0.295	~~~	~~~
3.3.06_200	-0.189	-0.162	~~~	-0.162	~~~	-0.096	-0.114	~~~	-0.116	~~~	-0.118	~~~	-0.045	-0.051	-0.054	-0.06	~~~	~~~	-0.056	-0.06	~~~	~~~	-0.057	-0.06	~~~	~~~	-0.07	-0.06	~~~	~~~
3.3.07_080	10.128	10.103	10.112	10.029	10.015	-5.217	-6.675	-6.646	-7.133	-7.305	-7.467	-7.486	-2.338	-2.879	-3.268	-3.407	-3.25	-3.395	-3.589	-3.543	-3.721	-3.583	-3.824	-3.643	-3.86	-3.626	-4.279	-3.528	-5.739	-4.799
3.3.07_085	5.326	5.382	~~~	5.345	~~~	-4.291	-5.34	~~~	-5.664	~~~	-5.901	~~~	-1.975	-2.316	-2.633	-2.707	~~~	~~~	-2.856	-2.808	~~~	~~~	-3.019	-2.882	~~~	~~~	-3.595	-2.975	~~~	~~~
3.3.07_090	2.551	2.631	~~~	2.619	~~~	-3.5	-4.256	~~~	-4.483	~~~	-4.648	~~~	-1.645	-1.855	-2.112	-2.145	~~~	~~~	-2.264	-2.219	~~~	~~~	-2.376	-2.273	~~~	~~~	-2.985	-2.477	~~~	~~~
3.3.07_095	1.006	1.085	~~~	1.086	~~~	-2.847	-3.394	~~~	-3.549	~~~	-3.663	~~~	-1.361	-1.486	-1.693	-1.7	~~~	~~~	-1.795	-1.754	~~~	~~~	-1.87	-1.793	~~~	~~~	-2.465	-2.05	~~~	~~~
3.3.07_100	0.189	0.258	0.259	0.264	0.259	-2.316	-2.712	-2.7	-2.817	-2.848	-2.894	-2.881	-1.124	-1.193	-1.36	-1.352	-1.353	-1.347	-1.427	-1.39	-1.449	-1.399	-1.476	-1.418	-1.473	-1.408	-2.029	-1.69	-2.412	-1.994
3.3.07_105	-0.21	-0.154	~~~	-0.147	~~~	-1.889	-2.174	~~~	-2.245	~~~	-2.296	~~~	-0.928	-0.961	-1.095	-1.079	~~~	~~~	-1.139	-1.106	~~~	~~~	-1.17	-1.126	~~~	~~~	-1.669	-1.392	~~~	~~~
3.3.07_110	-0.376	-0.334	~~~	-0.326	~~~	-1.545	-1.75	~~~	-1.797	~~~	-1.832	~~~	-0.766	-0.778	-0.885	-0.866	~~~	~~~	-0.913	-0.885	~~~	~~~	-0.933	-0.899	~~~	~~~	-1.374	-1.147	~~~	~~~
3.3.07_125	-0.357	-0.343	~~~	-0.337	~~~	-0.865	-0.942	~~~	-0.956	~~~	-0.966	~~~	-0.439	-0.426	-0.481	-0.461	~~~	~~~	-0.487	-0.469	~~~	~~~	-0.492	-0.474	~~~	~~~	-0.774	-0.648	~~~	~~~
3.3.07_150	-0.132	-0.13	~~~	-0.127	~~~	-0.368	-0.383	~~~	-0.384	~~~	-0.384	~~~	-0.191	-0.177	-0.198	-0.184	~~~	~~~	-0.197	-0.186	~~~	~~~	-0.197	-0.188	~~~	~~~	-0.326	-0.274	~~~	~~~
3.3.07_200	0.003	0.002	~~~	0.003	~~~	-0.098	-0.099	~~~	-0.097	~~~	-0.096	~~~	-0.053	-0.045	-0.054	-0.046	~~~	~~~	-0.052	-0.046	~~~	~~~	-0.05	-0.046	~~~	~~~	-0.085	-0.072	~~~	~~~
3.3.08_080	8.678	8.999	9.004	8.864	8.852	-3.54	-5.727	-5.724	-6.378	-6.635	-6.854	-6.903	-1.102	-2.438	-2.494	-3.234	-2.492	-3.232	-2.952	-3.426	-3.147	-3.488	-3.287	-3.567	-3.351	-3.552	-2.904	-2.272	-5.084	-4.227
3.3.08_085	3.527	3.908	~~~	3.829	~~~	-2.923	-4.556	~~~	-5.03	~~~	-5.376	~~~	-0.973	-1.95	-2	-2.556	~~~	~~~	-2.328	-2.702	~~~	~~~	-2.568	-2.808	~~~	~~~	-2.488	-1.968	~~~	~~~
3.3.08_090	0.553	0.921	~~~	0.883	~~~	-2.363	-3.583	~~~	-3.926	~~~	-4.176	~~~	-0.82	-1.544	-1.579	-2.004	~~~	~~~	-1.812	-2.114	~~~	~~~	-1.982	-2.194	~~~	~~~	-2.084	-1.662	~~~	~~~
3.3.08_095	-1.074	-0.748	~~~	-0.759	~~~	-1.884	-2.797	~~~	-3.043	~~~	-3.222	~~~	-0.67	-1.214	-1.233	-1.563	~~~	~~~	-1.397	-1.646	~~~	~~~	-1.517	-1.705	~~~	~~~	-1.719	-1.381	~~~	~~~
3.3.08_100	-1.884	-1.61	-1.61	-1.607	-1.614	-1.485	-2.17	-2.169	-2.346	-2.406	-2.474	-2.47	-0.534	-0.95	-0.954	-1.216	-0.954	-1.215	-1.069	-1.277	-1.112	-1.294	-1.152	-1.321	-1.158	-1.313	-1.402	-1.133	-2.075	-1.712
3.3.08_105	-2.217	-1.993	~~~	-1.984	~~~	-1.158	-1.674	~~~	-1.799	~~~	-1.89	~~~	-0.417	-0.742	-0.731	-0.944	~~~	~~~	-0.81	-0.989	~~~	~~~	-0.868	-1.022	~~~	~~~	-1.131	-0.92	~~~	~~~
3.3.08_110	-2.283	-2.103	~~~	-2.092	~~~	-0.894	-1.283	~~~	-1.372	~~~	-1.436	~~~	-0.317	-0.577	-0.553	-0.73	~~~	~~~	-0.608	-0.764	~~~	~~~	-0.648	-0.788	~~~	~~~	-0.903	-0.738	~~~	~~~
3.3.08_125	-1.9	-1.809	~~~	-1.8	~~~	-0.373	-0.548	~~~	-0.581	~~~	-0.606	~~~	-0.11	-0.263	-0.216	-0.332	~~~	~~~	-0.235	-0.347	~~~	~~~	-0.249	-0.357	~~~	~~~	-0.429	-0.356	~~~	~~~
3.3.08_150	-1.167	-1.131	~~~	-1.127	~~~	-0.025	-0.083	~~~	-0.092	~~~	-0.098	~~~	0.031	-0.056	-0.006	-0.077	~~~	~~~	-0.01	-0.082	~~~	~~~	-0.013	-0.085	~~~	~~~	-0.084	-0.072	~~~	~~~
