# Interaction energies and their componets, in kcal/mol
# Prefix "corr_" denotes the correlation enegy term only
# Suffixes "_os" and "_ss" denote the other-spin and same-spin components of the correlation energy
"name"	"HF/aDZ"	"HF/aTZ"	"HF/haTZ"	"HF/aQZ"	"HF/a5Z"	"corr_MP2/aDZ"	"corr_MP2/aTZ"	"corr_MP2/haTZ"	"corr_MP2/aQZ"	"corr_MP2/a5Z"	"corr_MP2/CBS(aTQZ)"	"corr_MP2/CBS(aQ5Z)"	"corr_MP2_os/aDZ"	"corr_MP2_ss/aDZ"	"corr_MP2_os/aTZ"	"corr_MP2_ss/aTZ"	"corr_MP2_os/haTZ"	"corr_MP2_ss/haTZ"	"corr_MP2_os/aQZ"	"corr_MP2_ss/aQZ"	"corr_MP2_os/a5Z"	"corr_MP2_ss/a5Z"	"corr_MP2_os/CBS(aTQZ)"	"corr_MP2_ss/CBS(aTQZ)"	"corr_MP2_os/CBS(aQ5Z)"	"corr_MP2_ss/CBS(aQ5Z)"	"corr_CCSD(T)/aDZ"	"corr_CCSD/aDZ"	"corr_CCSD_os/aDZ"	"corr_CCSD_ss/aDZ"	"corr_CCSD(T)/haTZ"	"corr_CCSD/haTZ"	"corr_CCSD_os/haTZ"	"corr_CCSD_ss/haTZ"	"BLYP/def2-QZVP"	"B3LYP/def2-QZVP"	"BHLYP/def2-QZVP"	"BP/def2-QZVP"	"PBE/def2-QZVP"	"PBE0/def2-QZVP"	"TPSS/def2-QZVP"
03.013_trimethylammonium--trimethylamine_0.85	-10.776	-10.999	~~~	-11.076	~~~	-10.470	-12.553	~~~	-13.230	~~~	-13.724	~~~	-4.103	-6.367	-5.600	-6.953	~~~	~~~	-6.163	-7.067	~~~	~~~	-6.573	-7.150	~~~	~~~	-8.367	-7.019	-1.230	-5.789	~~~	~~~	~~~	~~~	-14.671	-16.788	-18.250	-17.690	-19.995	-20.695	-16.940
03.013_trimethylammonium--trimethylamine_0.90	-14.221	-14.369	~~~	-14.433	~~~	-9.845	-11.627	~~~	-12.207	~~~	-12.630	~~~	-3.998	-5.846	-5.274	-6.353	~~~	~~~	-5.755	-6.452	~~~	~~~	-6.107	-6.524	~~~	~~~	-7.978	-6.673	-1.383	-5.290	~~~	~~~	~~~	~~~	-17.926	-19.735	-20.927	-20.551	-22.757	-23.220	-20.162
03.013_trimethylammonium--trimethylamine_0.95	-16.408	-16.499	~~~	-16.548	~~~	-9.184	-10.710	~~~	-11.206	~~~	-11.569	~~~	-3.842	-5.341	-4.929	-5.781	~~~	~~~	-5.341	-5.865	~~~	~~~	-5.642	-5.927	~~~	~~~	-7.547	-6.295	-1.479	-4.816	~~~	~~~	~~~	~~~	-19.913	-21.446	-22.407	-22.167	-24.264	-24.521	-22.042
03.013_trimethylammonium--trimethylamine_1.00	-17.680	-17.731	-17.724	-17.766	-17.776	-8.509	-9.818	-9.734	-10.242	-10.400	-10.551	-10.565	-3.651	-4.858	-4.578	-5.240	-4.527	-5.208	-4.930	-5.312	-5.068	-5.331	-5.186	-5.365	-5.214	-5.351	-7.092	-5.899	-1.528	-4.370	-8.491	-7.076	-2.442	-4.634	-20.979	-22.268	-23.033	-22.896	-24.882	-24.965	-22.967
03.013_trimethylammonium--trimethylamine_1.05	-18.291	-18.314	~~~	-18.337	~~~	-7.841	-8.964	~~~	-9.325	~~~	-9.588	~~~	-3.438	-4.404	-4.229	-4.735	~~~	~~~	-4.528	-4.796	~~~	~~~	-4.747	-4.841	~~~	~~~	-6.626	-5.499	-1.544	-3.955	~~~	~~~	~~~	~~~	-21.369	-22.449	-23.050	-22.993	-24.878	-24.817	-23.229
03.013_trimethylammonium--trimethylamine_1.10	-18.427	-18.428	~~~	-18.444	~~~	-7.195	-8.156	~~~	-8.463	~~~	-8.687	~~~	-3.214	-3.980	-3.889	-4.267	~~~	~~~	-4.144	-4.319	~~~	~~~	-4.330	-4.357	~~~	~~~	-6.164	-5.105	-1.533	-3.572	~~~	~~~	~~~	~~~	-21.277	-22.175	-22.643	-22.647	-24.437	-24.262	-23.007
03.013_trimethylammonium--trimethylamine_1.25	-17.210	-17.165	~~~	-17.175	~~~	-5.465	-6.058	~~~	-6.245	~~~	-6.381	~~~	-2.558	-2.907	-2.970	-3.087	~~~	~~~	-3.126	-3.119	~~~	~~~	-3.239	-3.142	~~~	~~~	-4.865	-4.018	-1.411	-2.606	~~~	~~~	~~~	~~~	-19.416	-19.902	-20.090	-20.175	-21.694	-21.289	-20.642
03.013_trimethylammonium--trimethylamine_1.50	-13.500	-13.417	~~~	-13.417	~~~	-3.359	-3.606	~~~	-3.691	~~~	-3.753	~~~	-1.665	-1.694	-1.835	-1.771	~~~	~~~	-1.906	-1.785	~~~	~~~	-1.957	-1.795	~~~	~~~	-3.131	-2.596	-1.085	-1.510	~~~	~~~	~~~	~~~	-14.834	-14.937	-14.916	-15.012	-16.180	-15.648	-15.393
03.013_trimethylammonium--trimethylamine_2.00	-7.674	-7.610	-7.619	-7.601	-7.601	-1.218	-1.273	-1.259	-1.302	-1.312	-1.323	-1.323	-0.642	-0.576	-0.681	-0.592	-0.674	-0.585	-0.706	-0.596	-0.715	-0.598	-0.724	-0.599	-0.724	-0.599	-1.134	-0.971	-0.489	-0.482	-1.162	-0.980	-0.495	-0.485	-7.999	-7.913	-7.887	-7.826	-8.515	-8.152	-8.125
03.014_guanidinium--methylcyanate_0.80	-9.979	-10.359	-10.337	-10.383	-10.389	-6.028	-7.299	-7.240	-7.749	-7.908	-8.078	-8.074	-1.937	-4.092	-2.858	-4.441	-2.819	-4.421	-3.227	-4.523	-3.364	-4.543	-3.496	-4.582	-3.509	-4.565	-4.741	-3.592	0.403	-3.996	-6.226	-4.924	-0.680	-4.244	-14.691	-15.497	-16.056	-16.525	-17.626	-17.424	-16.878
03.014_guanidinium--methylcyanate_0.85	-14.647	-14.979	~~~	-15.000	~~~	-5.014	-6.038	~~~	-6.403	~~~	-6.669	~~~	-1.554	-3.459	-2.297	-3.742	~~~	~~~	-2.596	-3.807	~~~	~~~	-2.815	-3.854	~~~	~~~	-3.966	-2.967	0.457	-3.424	~~~	~~~	~~~	~~~	-18.324	-19.084	-19.700	-19.726	-20.820	-20.662	-20.134
03.014_guanidinium--methylcyanate_0.90	-17.772	-18.054	~~~	-18.077	~~~	-4.163	-4.987	~~~	-5.280	~~~	-5.493	~~~	-1.240	-2.924	-1.836	-3.151	~~~	~~~	-2.078	-3.202	~~~	~~~	-2.254	-3.240	~~~	~~~	-3.309	-2.440	0.491	-2.931	~~~	~~~	~~~	~~~	-20.611	-21.313	-21.949	-21.648	-22.741	-22.604	-22.075
03.014_guanidinium--methylcyanate_0.95	-19.727	-19.961	~~~	-19.986	~~~	-3.452	-4.110	~~~	-4.344	~~~	-4.514	~~~	-0.980	-2.471	-1.457	-2.652	~~~	~~~	-1.651	-2.692	~~~	~~~	-1.792	-2.722	~~~	~~~	-2.751	-1.996	0.511	-2.507	~~~	~~~	~~~	~~~	-21.886	-22.525	-23.155	-22.619	-23.716	-23.585	-23.050
03.014_guanidinium--methylcyanate_1.00	-20.812	-20.999	-20.983	-21.026	-21.026	-2.857	-3.378	-3.331	-3.564	-3.630	-3.699	-3.698	-0.767	-2.090	-1.146	-2.233	-1.115	-2.216	-1.300	-2.264	-1.358	-2.272	-1.413	-2.286	-1.419	-2.280	-2.278	-1.622	0.523	-2.144	-2.907	-2.190	0.041	-2.231	-22.417	-22.992	-23.599	-22.900	-23.999	-23.867	-23.324
03.014_guanidinium--methylcyanate_1.05	-21.258	-21.404	~~~	-21.430	~~~	-2.360	-2.768	~~~	-2.915	~~~	-3.022	~~~	-0.590	-1.770	-0.888	-1.880	~~~	~~~	-1.011	-1.904	~~~	~~~	-1.101	-1.921	~~~	~~~	-1.876	-1.306	0.528	-1.835	~~~	~~~	~~~	~~~	-22.414	-22.928	-23.499	-22.693	-23.791	-23.653	-23.109
03.014_guanidinium--methylcyanate_1.10	-21.246	-21.359	~~~	-21.381	~~~	-1.945	-2.259	~~~	-2.374	~~~	-2.458	~~~	-0.444	-1.500	-0.676	-1.583	~~~	~~~	-0.773	-1.601	~~~	~~~	-0.844	-1.614	~~~	~~~	-1.535	-1.041	0.530	-1.571	~~~	~~~	~~~	~~~	-22.037	-22.494	-23.023	-22.154	-23.247	-23.104	-22.577
03.014_guanidinium--methylcyanate_1.25	-19.682	-19.736	~~~	-19.745	~~~	-1.056	-1.178	~~~	-1.233	~~~	-1.273	~~~	-0.135	-0.921	-0.231	-0.947	~~~	~~~	-0.280	-0.954	~~~	~~~	-0.315	-0.958	~~~	~~~	-0.782	-0.462	0.532	-0.994	~~~	~~~	~~~	~~~	-19.763	-20.079	-20.475	-19.585	-20.622	-20.474	-20.057
03.014_guanidinium--methylcyanate_1.50	-15.758	-15.774	~~~	-15.773	~~~	-0.270	-0.270	~~~	-0.287	~~~	-0.299	~~~	0.143	-0.413	0.132	-0.402	~~~	~~~	0.115	-0.402	~~~	~~~	0.103	-0.402	~~~	~~~	-0.080	0.069	0.545	-0.476	~~~	~~~	~~~	~~~	-15.359	-15.539	-15.770	-15.081	-15.888	-15.787	-15.629
03.014_guanidinium--methylcyanate_2.00	-10.057	-10.062	-10.061	-10.055	-10.055	0.219	0.242	0.242	0.236	0.234	0.232	0.231	0.297	-0.078	0.304	-0.062	0.304	-0.062	0.297	-0.061	0.294	-0.060	0.292	-0.059	0.291	-0.060	0.352	0.378	0.511	-0.132	0.349	0.361	0.474	-0.112	-9.595	-9.689	-9.806	-9.493	-9.738	-9.764	-9.733
03.015_guanidinium--Nmethyl2propanimine_0.80	-8.197	-8.268	-8.246	-8.316	-8.325	-8.602	-10.655	-10.565	-11.351	-11.606	-11.859	-11.873	-2.672	-5.931	-4.160	-6.495	-4.102	-6.464	-4.737	-6.614	-4.960	-6.646	-5.158	-6.701	-5.194	-6.680	-6.769	-5.374	0.413	-5.787	-9.089	-7.454	-1.257	-6.197	-12.700	-14.345	-15.546	-15.918	-17.433	-17.760	-15.740
03.015_guanidinium--Nmethyl2propanimine_0.85	-13.600	-13.640	~~~	-13.674	~~~	-7.419	-9.152	~~~	-9.741	~~~	-10.171	~~~	-2.275	-5.144	-3.530	-5.622	~~~	~~~	-4.019	-5.722	~~~	~~~	-4.377	-5.794	~~~	~~~	-5.917	-4.675	0.402	-5.077	~~~	~~~	~~~	~~~	-17.134	-18.649	-19.837	-19.826	-21.293	-21.592	-19.831
03.015_guanidinium--Nmethyl2propanimine_0.90	-17.259	-17.274	~~~	-17.300	~~~	-6.415	-7.875	~~~	-8.372	~~~	-8.735	~~~	-1.950	-4.465	-3.005	-4.870	~~~	~~~	-3.420	-4.952	~~~	~~~	-3.722	-5.013	~~~	~~~	-5.190	-4.082	0.371	-4.453	~~~	~~~	~~~	~~~	-20.025	-21.403	-22.544	-22.259	-23.688	-23.939	-22.386
03.015_guanidinium--Nmethyl2propanimine_0.95	-19.585	-19.578	~~~	-19.602	~~~	-5.564	-6.790	~~~	-7.209	~~~	-7.514	~~~	-1.683	-3.881	-2.568	-4.222	~~~	~~~	-2.918	-4.290	~~~	~~~	-3.174	-4.341	~~~	~~~	-4.568	-3.578	0.328	-3.906	~~~	~~~	~~~	~~~	-21.740	-22.980	-24.053	-23.578	-24.978	-25.169	-23.784
03.015_guanidinium--Nmethyl2propanimine_1.00	-20.907	-20.881	-20.864	-20.905	-20.905	-4.841	-5.867	-5.797	-6.219	-6.349	-6.476	-6.485	-1.462	-3.379	-2.202	-3.664	-2.159	-3.638	-2.497	-3.722	-2.612	-3.737	-2.713	-3.763	-2.731	-3.754	-4.034	-3.147	0.281	-3.428	-5.198	-4.184	-0.562	-3.622	-22.577	-23.683	-24.674	-24.075	-25.451	-25.575	-24.331
03.015_guanidinium--Nmethyl2propanimine_1.05	-21.488	-21.446	~~~	-21.467	~~~	-4.226	-5.079	~~~	-5.375	~~~	-5.591	~~~	-1.279	-2.948	-1.894	-3.185	~~~	~~~	-2.143	-3.232	~~~	~~~	-2.324	-3.267	~~~	~~~	-3.572	-2.778	0.233	-3.011	~~~	~~~	~~~	~~~	-22.775	-23.750	-24.651	-23.980	-25.333	-25.388	-24.258
03.015_guanidinium--Nmethyl2propanimine_1.10	-21.530	-21.475	~~~	-21.493	~~~	-3.701	-4.406	~~~	-4.655	~~~	-4.836	~~~	-1.125	-2.577	-1.634	-2.772	~~~	~~~	-1.843	-2.812	~~~	~~~	-1.996	-2.840	~~~	~~~	-3.170	-2.459	0.188	-2.647	~~~	~~~	~~~	~~~	-22.517	-23.368	-24.175	-23.471	-24.801	-24.789	-23.757
03.015_guanidinium--Nmethyl2propanimine_1.25	-19.814	-19.739	~~~	-19.743	~~~	-2.522	-2.904	~~~	-3.051	~~~	-3.158	~~~	-0.781	-1.741	-1.058	-1.845	~~~	~~~	-1.183	-1.868	~~~	~~~	-1.274	-1.884	~~~	~~~	-2.229	-1.718	0.090	-1.808	~~~	~~~	~~~	~~~	-20.233	-20.766	-21.306	-20.639	-21.888	-21.707	-20.929
03.015_guanidinium--Nmethyl2propanimine_1.50	-15.190	-15.132	~~~	-15.124	~~~	-1.338	-1.460	~~~	-1.525	~~~	-1.573	~~~	-0.408	-0.929	-0.499	-0.961	~~~	~~~	-0.556	-0.970	~~~	~~~	-0.597	-0.976	~~~	~~~	-1.195	-0.912	0.058	-0.971	~~~	~~~	~~~	~~~	-15.221	-15.415	-15.653	-15.175	-16.228	-15.923	-15.514
03.015_guanidinium--Nmethyl2propanimine_2.00	-8.501	-8.482	-8.477	-8.473	-8.472	-0.300	-0.309	-0.300	-0.332	-0.341	-0.350	-0.350	-0.027	-0.273	-0.036	-0.272	-0.033	-0.267	-0.058	-0.275	-0.065	-0.276	-0.073	-0.276	-0.073	-0.276	-0.201	-0.140	0.152	-0.292	-0.208	-0.149	0.134	-0.283	-8.307	-8.330	-8.398	-8.143	-8.672	-8.502	-8.439
04.001_ammonium--methylisocyanide_0.80	-11.419	-11.534	-11.527	-11.562	-11.580	-8.999	-10.443	-10.388	-10.913	-11.073	-11.256	-11.241	-4.377	-4.622	-5.513	-4.929	-5.472	-4.916	-5.909	-5.004	-6.052	-5.022	-6.198	-5.058	-6.201	-5.040	-6.725	-5.785	-2.095	-3.690	-8.410	-7.230	-3.290	-3.940	-21.629	-21.189	-19.756	-23.393	-24.721	-23.207	-22.433
04.001_ammonium--methylisocyanide_0.85	-16.604	-16.685	~~~	-16.698	~~~	-8.248	-9.457	~~~	-9.854	~~~	-10.144	~~~	-4.085	-4.163	-5.033	-4.425	~~~	~~~	-5.366	-4.489	~~~	~~~	-5.608	-4.535	~~~	~~~	-6.198	-5.316	-2.023	-3.293	~~~	~~~	~~~	~~~	-25.828	-25.375	-24.028	-27.370	-28.627	-27.164	-26.746
04.001_ammonium--methylisocyanide_0.90	-20.004	-20.071	~~~	-20.072	~~~	-7.536	-8.549	~~~	-8.884	~~~	-9.128	~~~	-3.797	-3.740	-4.587	-3.963	~~~	~~~	-4.867	-4.017	~~~	~~~	-5.071	-4.058	~~~	~~~	-5.690	-4.867	-1.940	-2.927	~~~	~~~	~~~	~~~	-28.355	-27.883	-26.614	-29.675	-30.868	-29.447	-29.317
04.001_ammonium--methylisocyanide_0.95	-22.100	-22.166	~~~	-22.158	~~~	-6.874	-7.720	~~~	-8.002	~~~	-8.208	~~~	-3.520	-3.354	-4.176	-3.544	~~~	~~~	-4.412	-3.591	~~~	~~~	-4.583	-3.625	~~~	~~~	-5.210	-4.446	-1.853	-2.593	~~~	~~~	~~~	~~~	-29.674	-29.182	-27.985	-30.780	-31.918	-30.532	-30.618
04.001_ammonium--methylisocyanide_1.00	-23.248	-23.319	-23.314	-23.305	-23.313	-6.266	-6.970	-6.928	-7.207	-7.288	-7.380	-7.373	-3.260	-3.006	-3.803	-3.167	-3.773	-3.155	-4.000	-3.207	-4.072	-3.216	-4.143	-3.236	-4.147	-3.226	-4.765	-4.057	-1.766	-2.291	-5.595	-4.730	-2.312	-2.419	-30.126	-29.616	-28.484	-31.032	-32.122	-30.770	-31.008
04.001_ammonium--methylisocyanide_1.05	-23.711	-23.788	~~~	-23.771	~~~	-5.715	-6.297	~~~	-6.494	~~~	-6.638	~~~	-3.020	-2.695	-3.467	-2.830	~~~	~~~	-3.630	-2.864	~~~	~~~	-3.749	-2.889	~~~	~~~	-4.356	-3.702	-1.682	-2.020	~~~	~~~	~~~	~~~	-29.965	-29.438	-28.367	-30.687	-31.737	-30.416	-30.753
04.001_ammonium--methylisocyanide_1.10	-23.686	-23.766	~~~	-23.749	~~~	-5.218	-5.696	~~~	-5.858	~~~	-5.977	~~~	-2.800	-2.419	-3.165	-2.531	~~~	~~~	-3.299	-2.560	~~~	~~~	-3.396	-2.581	~~~	~~~	-3.983	-3.382	-1.602	-1.780	~~~	~~~	~~~	~~~	-29.379	-28.839	-27.823	-29.936	-30.949	-29.661	-30.054
04.001_ammonium--methylisocyanide_1.25	-22.000	-22.045	~~~	-22.039	~~~	-4.022	-4.270	~~~	-4.353	~~~	-4.413	~~~	-2.254	-1.768	-2.440	-1.830	~~~	~~~	-2.507	-1.845	~~~	~~~	-2.556	-1.857	~~~	~~~	-3.064	-2.602	-1.387	-1.215	~~~	~~~	~~~	~~~	-26.292	-25.733	-24.862	-26.463	-27.392	-26.210	-26.625
04.001_ammonium--methylisocyanide_1.50	-17.682	-17.630	~~~	-17.628	~~~	-2.730	-2.782	~~~	-2.802	~~~	-2.816	~~~	-1.619	-1.111	-1.658	-1.125	~~~	~~~	-1.672	-1.130	~~~	~~~	-1.682	-1.134	~~~	~~~	-2.022	-1.730	-1.072	-0.658	~~~	~~~	~~~	~~~	-20.352	-19.834	-19.157	-20.201	-20.999	-20.034	-20.371
04.001_ammonium--methylisocyanide_2.00	-11.104	-11.009	-11.014	-11.006	-11.008	-1.469	-1.454	-1.447	-1.452	-1.453	-1.450	-1.454	-0.918	-0.552	-0.906	-0.548	-0.903	-0.544	-0.903	-0.549	-0.903	-0.549	-0.900	-0.550	-0.904	-0.550	-0.973	-0.852	-0.614	-0.238	-0.955	-0.812	-0.579	-0.234	-12.246	-11.932	-11.535	-12.079	-12.518	-12.006	-12.263
04.002_imidazolium--methylisocyanide_0.80	-5.840	-5.782	-5.782	-5.777	-5.786	-9.474	-10.777	-10.739	-11.193	-11.342	-11.496	-11.498	-4.512	-4.962	-5.517	-5.260	-5.489	-5.250	-5.865	-5.328	-5.996	-5.345	-6.119	-5.377	-6.135	-5.363	-6.947	-5.789	-1.956	-3.833	-8.480	-7.088	-3.031	-4.058	-13.809	-13.718	-12.790	-15.660	-17.003	-15.873	-15.288
04.002_imidazolium--methylisocyanide_0.85	-10.510	-10.452	~~~	-10.437	~~~	-8.458	-9.532	~~~	-9.878	~~~	-10.130	~~~	-4.086	-4.372	-4.911	-4.621	~~~	~~~	-5.200	-4.678	~~~	~~~	-5.411	-4.720	~~~	~~~	-6.250	-5.201	-1.838	-3.363	~~~	~~~	~~~	~~~	-17.457	-17.364	-16.547	-19.020	-20.291	-19.236	-18.922
04.002_imidazolium--methylisocyanide_0.90	-13.578	-13.531	~~~	-13.509	~~~	-7.543	-8.426	~~~	-8.714	~~~	-8.924	~~~	-3.696	-3.847	-4.370	-4.055	~~~	~~~	-4.610	-4.104	~~~	~~~	-4.785	-4.139	~~~	~~~	-5.614	-4.665	-1.722	-2.943	~~~	~~~	~~~	~~~	-19.653	-19.548	-18.823	-20.948	-22.157	-21.161	-21.043
04.002_imidazolium--methylisocyanide_0.95	-15.483	-15.455	~~~	-15.428	~~~	-6.729	-7.451	~~~	-7.690	~~~	-7.865	~~~	-3.344	-3.385	-3.893	-3.558	~~~	~~~	-4.091	-3.599	~~~	~~~	-4.236	-3.629	~~~	~~~	-5.039	-4.182	-1.612	-2.570	~~~	~~~	~~~	~~~	-20.815	-20.694	-20.042	-21.867	-23.023	-22.074	-22.087
04.002_imidazolium--methylisocyanide_1.00	-16.553	-16.542	-16.540	-16.514	-16.515	-6.011	-6.599	-6.572	-6.796	-6.866	-6.939	-6.939	-3.030	-2.981	-3.474	-3.125	-3.455	-3.117	-3.637	-3.159	-3.698	-3.167	-3.756	-3.184	-3.763	-3.176	-4.524	-3.752	-1.510	-2.242	-5.234	-4.320	-1.971	-2.349	-21.247	-21.108	-20.515	-22.082	-23.193	-22.283	-22.376
04.002_imidazolium--methylisocyanide_1.05	-17.029	-17.030	~~~	-17.004	~~~	-5.381	-5.857	~~~	-6.017	~~~	-6.134	~~~	-2.752	-2.629	-3.109	-2.748	~~~	~~~	-3.241	-2.776	~~~	~~~	-3.338	-2.797	~~~	~~~	-4.066	-3.371	-1.417	-1.954	~~~	~~~	~~~	~~~	-21.174	-21.016	-20.471	-21.818	-22.890	-22.013	-22.147
04.002_imidazolium--methylisocyanide_1.10	-17.092	-17.096	~~~	-17.074	~~~	-4.831	-5.212	~~~	-5.341	~~~	-5.436	~~~	-2.506	-2.324	-2.791	-2.421	~~~	~~~	-2.897	-2.444	~~~	~~~	-2.974	-2.461	~~~	~~~	-3.660	-3.035	-1.331	-1.704	~~~	~~~	~~~	~~~	-20.758	-20.583	-20.077	-21.237	-22.274	-21.429	-21.581
04.002_imidazolium--methylisocyanide_1.25	-15.946	-15.917	~~~	-15.904	~~~	-3.564	-3.747	~~~	-3.809	~~~	-3.855	~~~	-1.927	-1.636	-2.061	-1.685	~~~	~~~	-2.112	-1.697	~~~	~~~	-2.149	-1.706	~~~	~~~	-2.697	-2.245	-1.109	-1.136	~~~	~~~	~~~	~~~	-18.490	-18.280	-17.854	-18.615	-19.557	-18.806	-18.945
04.002_imidazolium--methylisocyanide_1.50	-12.805	-12.724	~~~	-12.714	~~~	-2.292	-2.326	~~~	-2.340	~~~	-2.350	~~~	-1.309	-0.982	-1.334	-0.992	~~~	~~~	-1.345	-0.995	~~~	~~~	-1.352	-0.998	~~~	~~~	-1.677	-1.414	-0.812	-0.602	~~~	~~~	~~~	~~~	-14.239	-14.024	-13.678	-14.120	-14.885	-14.303	-14.441
04.002_imidazolium--methylisocyanide_2.00	-8.134	-8.046	-8.048	-8.040	-8.040	-1.172	-1.164	-1.163	-1.164	-1.166	-1.165	-1.168	-0.708	-0.464	-0.702	-0.462	-0.702	-0.461	-0.702	-0.463	-0.703	-0.463	-0.701	-0.464	-0.704	-0.464	-0.759	-0.660	-0.445	-0.216	-0.760	-0.642	-0.428	-0.214	-8.742	-8.600	-8.367	-8.664	-9.001	-8.710	-8.855
04.003_trimethylammonium--methylisocyanide_0.80	-5.035	-5.148	-5.148	-5.148	-5.161	-10.791	-12.000	-11.932	-12.392	-12.529	-12.678	-12.673	-5.334	-5.456	-6.232	-5.768	-6.183	-5.749	-6.554	-5.838	-6.674	-5.855	-6.789	-5.889	-6.801	-5.872	-8.491	-7.198	-2.846	-4.352	-9.800	-8.251	-3.680	-4.571	-14.155	-13.915	-12.740	-15.963	-17.536	-16.083	-15.203
04.003_trimethylammonium--methylisocyanide_0.85	-9.916	-10.006	~~~	-9.997	~~~	-9.628	-10.613	~~~	-10.938	~~~	-11.175	~~~	-4.828	-4.800	-5.555	-5.058	~~~	~~~	-5.820	-5.118	~~~	~~~	-6.014	-5.161	~~~	~~~	-7.634	-6.463	-2.650	-3.813	~~~	~~~	~~~	~~~	-17.854	-17.629	-16.598	-19.361	-20.853	-19.508	-18.950
04.003_trimethylammonium--methylisocyanide_0.90	-13.185	-13.265	~~~	-13.248	~~~	-8.587	-9.384	~~~	-9.653	~~~	-9.849	~~~	-4.366	-4.220	-4.950	-4.433	~~~	~~~	-5.169	-4.483	~~~	~~~	-5.329	-4.520	~~~	~~~	-6.855	-5.796	-2.462	-3.333	~~~	~~~	~~~	~~~	-20.115	-19.893	-18.979	-21.346	-22.767	-21.508	-21.189
04.003_trimethylammonium--methylisocyanide_0.95	-15.276	-15.353	~~~	-15.332	~~~	-7.661	-8.302	~~~	-8.523	~~~	-8.684	~~~	-3.950	-3.711	-4.416	-3.886	~~~	~~~	-4.595	-3.928	~~~	~~~	-4.725	-3.959	~~~	~~~	-6.153	-5.196	-2.286	-2.910	~~~	~~~	~~~	~~~	-21.345	-21.119	-20.299	-22.327	-23.686	-22.499	-22.351
04.003_trimethylammonium--methylisocyanide_1.00	-16.511	-16.586	-16.583	-16.564	-16.568	-6.844	-7.355	-7.310	-7.535	-7.596	-7.666	-7.660	-3.578	-3.267	-3.946	-3.410	-3.914	-3.396	-4.091	-3.444	-4.144	-3.452	-4.196	-3.470	-4.199	-3.460	-5.524	-4.661	-2.123	-2.538	-6.065	-5.053	-2.421	-2.632	-21.843	-21.610	-20.866	-22.604	-23.911	-22.783	-22.751
04.003_trimethylammonium--methylisocyanide_1.05	-17.133	-17.201	~~~	-17.181	~~~	-6.128	-6.531	~~~	-6.674	~~~	-6.779	~~~	-3.248	-2.880	-3.535	-2.996	~~~	~~~	-3.650	-3.024	~~~	~~~	-3.734	-3.045	~~~	~~~	-4.963	-4.186	-1.973	-2.212	~~~	~~~	~~~	~~~	-21.830	-21.586	-20.904	-22.399	-23.658	-22.582	-22.623
04.003_trimethylammonium--methylisocyanide_1.10	-17.321	-17.376	~~~	-17.360	~~~	-5.501	-5.814	~~~	-5.926	~~~	-6.008	~~~	-2.955	-2.546	-3.176	-2.638	~~~	~~~	-3.266	-2.661	~~~	~~~	-3.331	-2.678	~~~	~~~	-4.465	-3.766	-1.836	-1.929	~~~	~~~	~~~	~~~	-21.467	-21.212	-20.581	-21.870	-23.087	-22.057	-22.145
04.003_trimethylammonium--methylisocyanide_1.25	-16.428	-16.430	~~~	-16.419	~~~	-4.052	-4.179	~~~	-4.227	~~~	-4.262	~~~	-2.262	-1.790	-2.347	-1.832	~~~	~~~	-2.384	-1.842	~~~	~~~	-2.411	-1.850	~~~	~~~	-3.280	-2.772	-1.486	-1.287	~~~	~~~	~~~	~~~	-19.307	-19.031	-18.504	-19.359	-20.458	-19.557	-19.693
04.003_trimethylammonium--methylisocyanide_1.50	-13.446	-13.389	~~~	-13.382	~~~	-2.590	-2.585	~~~	-2.591	~~~	-2.595	~~~	-1.521	-1.069	-1.513	-1.072	~~~	~~~	-1.516	-1.075	~~~	~~~	-1.518	-1.077	~~~	~~~	-2.018	-1.723	-1.046	-0.677	~~~	~~~	~~~	~~~	-15.105	-14.838	-14.415	-14.921	-15.804	-15.114	-15.287
04.003_trimethylammonium--methylisocyanide_2.00	-8.744	-8.667	-8.668	-8.662	-8.663	-1.312	-1.286	-1.282	-1.282	-1.282	-1.279	-1.282	-0.811	-0.501	-0.791	-0.495	-0.789	-0.493	-0.786	-0.496	-0.786	-0.496	-0.783	-0.496	-0.786	-0.496	-0.898	-0.787	-0.552	-0.235	-0.868	-0.737	-0.508	-0.229	-9.484	-9.305	-9.023	-9.363	-9.749	-9.401	-9.582
04.004_guanidinium--methylisocyanide_0.80	-4.136	-4.215	-4.211	-4.199	-4.203	-10.147	-11.415	-11.351	-11.813	-11.947	-12.103	-12.087	-5.195	-4.952	-6.114	-5.301	-6.070	-5.281	-6.433	-5.380	-6.548	-5.399	-6.666	-5.438	-6.668	-5.419	-8.400	-7.070	-3.064	-4.006	-9.810	-8.221	-3.950	-4.271	-12.592	-12.427	-11.512	-14.482	-15.790	-14.422	-14.592
04.004_guanidinium--methylisocyanide_0.85	-8.813	-8.915	~~~	-8.891	~~~	-8.777	-9.817	~~~	-10.140	~~~	-10.375	~~~	-4.531	-4.246	-5.281	-4.536	~~~	~~~	-5.540	-4.600	~~~	~~~	-5.728	-4.647	~~~	~~~	-7.262	-6.112	-2.702	-3.410	~~~	~~~	~~~	~~~	-15.870	-15.769	-15.060	-17.372	-18.650	-17.459	-17.591
