# Interaction energies and their componets, in kcal/mol
# Prefix "corr_" denotes the correlation enegy term only
# Suffixes "_os" and "_ss" denote the other-spin and same-spin components of the correlation energy
"name"	"HF/aDZ"	"HF/aTZ"	"HF/haTZ"	"HF/aQZ"	"HF/a5Z"	"corr_MP2/aDZ"	"corr_MP2/aTZ"	"corr_MP2/haTZ"	"corr_MP2/aQZ"	"corr_MP2/a5Z"	"corr_MP2/CBS(aTQZ)"	"corr_MP2/CBS(aQ5Z)"	"corr_MP2_os/aDZ"	"corr_MP2_ss/aDZ"	"corr_MP2_os/aTZ"	"corr_MP2_ss/aTZ"	"corr_MP2_os/haTZ"	"corr_MP2_ss/haTZ"	"corr_MP2_os/aQZ"	"corr_MP2_ss/aQZ"	"corr_MP2_os/a5Z"	"corr_MP2_ss/a5Z"	"corr_MP2_os/CBS(aTQZ)"	"corr_MP2_ss/CBS(aTQZ)"	"corr_MP2_os/CBS(aQ5Z)"	"corr_MP2_ss/CBS(aQ5Z)"	"corr_CCSD(T)/aDZ"	"corr_CCSD/aDZ"	"corr_CCSD_os/aDZ"	"corr_CCSD_ss/aDZ"	"corr_CCSD(T)/haTZ"	"corr_CCSD/haTZ"	"corr_CCSD_os/haTZ"	"corr_CCSD_ss/haTZ"	"B3LYP/def2-QZVP"	"BLYP/def2-QZVP"	"BHLYP/def2-QZVP"	"BP/def2-QZVP"	"PBE/def2-QZVP"	"PBE0/def2-QZVP"	"TPSS/def2-QZVP"
1.028_methanol--phenol_1.05	-2.186	-2.168	~~~	-2.194	~~~	-2.468	-2.854	~~~	-2.983	~~~	-3.078	~~~	-1.015	-1.453	-1.260	-1.593	~~~	~~~	-1.361	-1.622	~~~	~~~	-1.435	-1.643	~~~	~~~	-2.370	-1.969	-0.540	-1.429	~~~	~~~	~~~	~~~	-3.076	-2.398	-3.808	-2.395	-3.795	-3.819	-2.944
1.028_methanol--phenol_1.10	-2.365	-2.336	~~~	-2.355	~~~	-2.151	-2.468	~~~	-2.574	~~~	-2.651	~~~	-0.895	-1.257	-1.095	-1.373	~~~	~~~	-1.177	-1.397	~~~	~~~	-1.237	-1.414	~~~	~~~	-2.081	-1.731	-0.495	-1.236	~~~	~~~	~~~	~~~	-3.024	-2.427	-3.672	-2.328	-3.700	-3.692	-2.918
1.028_methanol--phenol_1.25	-2.253	-2.221	~~~	-2.225	~~~	-1.430	-1.607	~~~	-1.665	~~~	-1.708	~~~	-0.609	-0.821	-0.719	-0.888	~~~	~~~	-0.764	-0.901	~~~	~~~	-0.797	-0.911	~~~	~~~	-1.402	-1.170	-0.363	-0.807	~~~	~~~	~~~	~~~	-2.470	-2.062	-2.907	-1.819	-3.058	-2.991	-2.512
1.028_methanol--phenol_1.50	-1.538	-1.522	~~~	-1.519	~~~	-0.731	-0.802	~~~	-0.827	~~~	-0.844	~~~	-0.314	-0.416	-0.357	-0.445	~~~	~~~	-0.376	-0.450	~~~	~~~	-0.390	-0.454	~~~	~~~	-0.718	-0.602	-0.195	-0.407	~~~	~~~	~~~	~~~	-1.486	-1.270	-1.696	-1.029	-1.931	-1.850	-1.715
1.028_methanol--phenol_2.00	-0.641	-0.636	-0.637	-0.634	-0.634	-0.206	-0.220	-0.215	-0.227	-0.229	-0.232	-0.232	-0.084	-0.121	-0.093	-0.127	-0.091	-0.124	-0.098	-0.128	-0.100	-0.129	-0.103	-0.129	-0.102	-0.129	-0.196	-0.166	-0.049	-0.117	-0.204	-0.171	-0.053	-0.118	-0.571	-0.507	-0.621	-0.429	-0.715	-0.690	-0.695
1.029_methanol--water_0.80	2.398	2.138	2.160	2.113	2.104	-2.143	-2.929	-2.886	-3.244	-3.358	-3.474	-3.479	-0.412	-1.731	-0.932	-1.996	-0.906	-1.980	-1.189	-2.054	-1.289	-2.069	-1.377	-2.097	-1.393	-2.085	-1.865	-1.451	0.407	-1.859	-2.743	-2.225	-0.146	-2.078	-0.606	0.133	-1.241	-0.670	-1.667	-1.720	-0.988
1.029_methanol--water_0.85	-0.214	-0.374	~~~	-0.402	~~~	-1.829	-2.462	~~~	-2.716	~~~	-2.901	~~~	-0.380	-1.449	-0.794	-1.668	~~~	~~~	-1.000	-1.716	~~~	~~~	-1.151	-1.750	~~~	~~~	-1.651	-1.286	0.286	-1.571	~~~	~~~	~~~	~~~	-2.676	-2.056	-3.237	-2.608	-3.584	-3.574	-2.985
1.029_methanol--water_0.90	-1.854	-1.941	~~~	-1.974	~~~	-1.546	-2.058	~~~	-2.262	~~~	-2.411	~~~	-0.338	-1.208	-0.669	-1.389	~~~	~~~	-0.834	-1.428	~~~	~~~	-0.955	-1.456	~~~	~~~	-1.442	-1.123	0.200	-1.323	~~~	~~~	~~~	~~~	-3.859	-3.337	-4.357	-3.684	-4.644	-4.586	-4.086
1.029_methanol--water_0.95	-2.832	-2.866	~~~	-2.903	~~~	-1.299	-1.713	~~~	-1.877	~~~	-1.996	~~~	-0.294	-1.005	-0.559	-1.154	~~~	~~~	-0.691	-1.186	~~~	~~~	-0.787	-1.209	~~~	~~~	-1.246	-0.970	0.141	-1.111	~~~	~~~	~~~	~~~	-4.453	-4.011	-4.894	-4.195	-5.139	-5.048	-4.599
1.029_methanol--water_1.00	-3.365	-3.362	-3.355	-3.398	-3.399	-1.086	-1.422	-1.391	-1.553	-1.601	-1.649	-1.651	-0.251	-0.835	-0.464	-0.958	-0.445	-0.946	-0.569	-0.984	-0.610	-0.991	-0.646	-1.003	-0.653	-0.998	-1.067	-0.832	0.100	-0.931	-1.422	-1.136	-0.112	-1.024	-4.663	-4.287	-5.053	-4.344	-5.271	-5.158	-4.748
1.029_methanol--water_1.05	-3.602	-3.574	~~~	-3.606	~~~	-0.905	-1.178	~~~	-1.283	~~~	-1.360	~~~	-0.211	-0.694	-0.382	-0.796	~~~	~~~	-0.466	-0.816	~~~	~~~	-0.528	-0.832	~~~	~~~	-0.908	-0.708	0.072	-0.780	~~~	~~~	~~~	~~~	-4.629	-4.307	-4.974	-4.268	-5.177	-5.050	-4.674
1.029_methanol--water_1.10	-3.644	-3.601	~~~	-3.627	~~~	-0.753	-0.974	~~~	-1.058	~~~	-1.120	~~~	-0.176	-0.577	-0.313	-0.661	~~~	~~~	-0.381	-0.678	~~~	~~~	-0.430	-0.690	~~~	~~~	-0.769	-0.600	0.054	-0.654	~~~	~~~	~~~	~~~	-4.448	-4.172	-4.752	-4.062	-4.947	-4.812	-4.468
1.029_methanol--water_1.25	-3.204	-3.156	~~~	-3.166	~~~	-0.431	-0.546	~~~	-0.590	~~~	-0.622	~~~	-0.095	-0.336	-0.164	-0.382	~~~	~~~	-0.200	-0.390	~~~	~~~	-0.226	-0.397	~~~	~~~	-0.455	-0.355	0.032	-0.387	~~~	~~~	~~~	~~~	-3.562	-3.382	-3.767	-3.172	-3.962	-3.830	-3.601
1.029_methanol--water_1.50	-2.150	-2.127	~~~	-2.124	~~~	-0.157	-0.197	~~~	-0.215	~~~	-0.228	~~~	-0.017	-0.140	-0.040	-0.157	~~~	~~~	-0.054	-0.161	~~~	~~~	-0.065	-0.163	~~~	~~~	-0.164	-0.126	0.039	-0.165	~~~	~~~	~~~	~~~	-2.198	-2.103	-2.301	-1.915	-2.477	-2.386	-2.320
1.029_methanol--water_2.00	-0.954	-0.950	-0.954	-0.947	-0.946	0.001	-0.007	-0.009	-0.014	-0.016	-0.019	-0.018	0.026	-0.026	0.022	-0.029	0.020	-0.030	0.016	-0.030	0.015	-0.031	0.012	-0.032	0.013	-0.031	0.009	0.011	0.045	-0.034	-0.003	0.001	0.038	-0.037	-0.913	-0.882	-0.943	-0.828	-0.998	-0.977	-0.982
1.030_phenol--acetaldehyde_0.80	2.817	2.651	2.666	2.610	2.597	-4.855	-6.239	-6.156	-6.740	-6.925	-7.106	-7.119	-1.260	-3.596	-2.194	-4.044	-2.144	-4.012	-2.599	-4.141	-2.758	-4.167	-2.894	-4.212	-2.925	-4.194	-4.094	-3.147	0.554	-3.701	-5.568	-4.471	-0.434	-4.036	-0.042	1.681	-1.730	-0.189	-1.673	-2.326	-0.464
1.030_phenol--acetaldehyde_0.85	-0.378	-0.463	~~~	-0.500	~~~	-4.363	-5.528	~~~	-5.944	~~~	-6.248	~~~	-1.196	-3.168	-1.976	-3.551	~~~	~~~	-2.312	-3.632	~~~	~~~	-2.557	-3.691	~~~	~~~	-3.761	-2.897	0.372	-3.269	~~~	~~~	~~~	~~~	-2.672	-1.142	-4.212	-2.633	-4.107	-4.634	-3.002
1.030_phenol--acetaldehyde_0.90	-2.461	-2.485	~~~	-2.524	~~~	-3.895	-4.878	~~~	-5.224	~~~	-5.476	~~~	-1.110	-2.785	-1.765	-3.113	~~~	~~~	-2.043	-3.180	~~~	~~~	-2.246	-3.230	~~~	~~~	-3.422	-2.641	0.242	-2.883	~~~	~~~	~~~	~~~	-4.268	-2.905	-5.673	-4.072	-5.538	-5.960	-4.490
1.030_phenol--acetaldehyde_0.95	-3.767	-3.746	~~~	-3.787	~~~	-3.463	-4.293	~~~	-4.580	~~~	-4.790	~~~	-1.016	-2.446	-1.566	-2.727	~~~	~~~	-1.797	-2.783	~~~	~~~	-1.966	-2.824	~~~	~~~	-3.092	-2.389	0.151	-2.540	~~~	~~~	~~~	~~~	-5.158	-3.942	-6.439	-4.835	-6.294	-6.628	-5.276
1.030_phenol--acetaldehyde_1.00	-4.534	-4.480	-4.471	-4.521	-4.522	-3.069	-3.772	-3.702	-4.011	-4.100	-4.186	-4.194	-0.920	-2.149	-1.383	-2.389	-1.342	-2.360	-1.575	-2.436	-1.651	-2.449	-1.715	-2.470	-1.731	-2.463	-2.779	-2.149	0.089	-2.238	-3.480	-2.769	-0.372	-2.397	-5.573	-4.487	-6.739	-5.152	-6.603	-6.863	-5.609
1.030_phenol--acetaldehyde_1.05	-4.930	-4.854	~~~	-4.891	~~~	-2.716	-3.311	~~~	-3.511	~~~	-3.656	~~~	-0.827	-1.889	-1.218	-2.094	~~~	~~~	-1.378	-2.133	~~~	~~~	-1.494	-2.162	~~~	~~~	-2.487	-1.925	0.048	-1.973	~~~	~~~	~~~	~~~	-5.672	-4.699	-6.731	-5.181	-6.621	-6.820	-5.661
1.030_phenol--acetaldehyde_1.10	-5.074	-4.983	~~~	-5.013	~~~	-2.401	-2.905	~~~	-3.072	~~~	-3.194	~~~	-0.738	-1.663	-1.068	-1.837	~~~	~~~	-1.202	-1.870	~~~	~~~	-1.300	-1.894	~~~	~~~	-2.218	-1.718	0.022	-1.740	~~~	~~~	~~~	~~~	-5.568	-4.695	-6.527	-5.028	-6.455	-6.603	-5.536
1.030_phenol--acetaldehyde_1.25	-4.700	-4.602	~~~	-4.613	~~~	-1.654	-1.961	~~~	-2.061	~~~	-2.134	~~~	-0.511	-1.142	-0.711	-1.250	~~~	~~~	-0.792	-1.269	~~~	~~~	-0.850	-1.284	~~~	~~~	-1.552	-1.202	0.000	-1.203	~~~	~~~	~~~	~~~	-4.697	-4.064	-5.400	-4.110	-5.452	-5.496	-4.705
1.030_phenol--acetaldehyde_1.50	-3.378	-3.314	~~~	-3.311	~~~	-0.876	-1.018	~~~	-1.066	~~~	-1.100	~~~	-0.252	-0.625	-0.344	-0.675	~~~	~~~	-0.382	-0.684	~~~	~~~	-0.410	-0.690	~~~	~~~	-0.819	-0.630	0.034	-0.664	~~~	~~~	~~~	~~~	-3.069	-2.690	-3.472	-2.572	-3.658	-3.638	-3.256
1.030_phenol--acetaldehyde_2.00	-1.588	-1.562	-1.561	-1.558	-1.557	-0.231	-0.274	-0.265	-0.290	-0.296	-0.302	-0.302	-0.030	-0.200	-0.059	-0.215	-0.055	-0.211	-0.072	-0.218	-0.077	-0.218	-0.082	-0.220	-0.083	-0.219	-0.194	-0.141	0.079	-0.220	-0.230	-0.174	0.049	-0.224	-1.316	-1.168	-1.453	-1.098	-1.578	-1.571	-1.504
1.031_phenol--acetamide_0.80	0.644	0.431	0.450	0.351	0.334	-4.893	-6.652	-6.579	-7.304	-7.546	-7.779	-7.800	-0.946	-3.946	-2.142	-4.511	-2.096	-4.483	-2.669	-4.635	-2.878	-4.668	-3.053	-4.725	-3.097	-4.703	-4.192	-3.169	0.997	-4.166	-6.143	-4.926	-0.313	-4.613	-3.209	-1.223	-5.047	-3.603	-4.952	-5.832	-3.708
1.031_phenol--acetamide_0.85	-3.210	-3.334	~~~	-3.400	~~~	-4.461	-5.960	~~~	-6.510	~~~	-6.912	~~~	-0.948	-3.513	-1.959	-4.001	~~~	~~~	-2.404	-4.106	~~~	~~~	-2.729	-4.183	~~~	~~~	-3.925	-2.973	0.748	-3.721	~~~	~~~	~~~	~~~	-6.460	-4.701	-8.132	-6.658	-7.991	-8.708	-6.899
1.031_phenol--acetamide_0.90	-5.716	-5.765	~~~	-5.825	~~~	-4.029	-5.308	~~~	-5.773	~~~	-6.112	~~~	-0.915	-3.114	-1.772	-3.536	~~~	~~~	-2.148	-3.625	~~~	~~~	-2.422	-3.690	~~~	~~~	-3.634	-2.756	0.557	-3.313	~~~	~~~	~~~	~~~	-8.416	-6.856	-9.943	-8.440	-9.765	-10.344	-8.763
1.031_phenol--acetamide_0.95	-7.258	-7.249	~~~	-7.307	~~~	-3.616	-4.708	~~~	-5.100	~~~	-5.385	~~~	-0.862	-2.753	-1.590	-3.118	~~~	~~~	-1.906	-3.193	~~~	~~~	-2.137	-3.248	~~~	~~~	-3.334	-2.531	0.412	-2.942	~~~	~~~	~~~	~~~	-9.470	-8.082	-10.866	-9.345	-10.666	-11.130	-9.714
1.031_phenol--acetamide_1.00	-8.117	-8.065	-8.050	-8.123	-8.126	-3.230	-4.164	-4.098	-4.493	-4.616	-4.733	-4.745	-0.799	-2.431	-1.419	-2.745	-1.379	-2.720	-1.684	-2.809	-1.790	-2.826	-1.878	-2.855	-1.901	-2.844	-3.039	-2.308	0.301	-2.610	-4.033	-3.187	-0.348	-2.839	-9.901	-8.663	-11.180	-9.651	-10.971	-11.339	-10.044
1.031_phenol--acetamide_1.05	-8.500	-8.418	~~~	-8.473	~~~	-2.877	-3.675	~~~	-3.952	~~~	-4.154	~~~	-0.732	-2.144	-1.260	-2.416	~~~	~~~	-1.483	-2.469	~~~	~~~	-1.646	-2.508	~~~	~~~	-2.756	-2.095	0.218	-2.313	~~~	~~~	~~~	~~~	-9.911	-8.805	-11.081	-9.558	-10.877	-11.166	-9.961
1.031_phenol--acetamide_1.10	-8.556	-8.452	~~~	-8.502	~~~	-2.557	-3.240	~~~	-3.473	~~~	-3.643	~~~	-0.665	-1.892	-1.115	-2.125	~~~	~~~	-1.303	-2.170	~~~	~~~	-1.440	-2.203	~~~	~~~	-2.489	-1.894	0.155	-2.049	~~~	~~~	~~~	~~~	-9.645	-8.655	-10.714	-9.213	-10.529	-10.750	-9.623
1.031_phenol--acetamide_1.25	-7.678	-7.553	~~~	-7.579	~~~	-1.785	-2.211	~~~	-2.352	~~~	-2.456	~~~	-0.482	-1.303	-0.760	-1.451	~~~	~~~	-0.874	-1.478	~~~	~~~	-0.957	-1.498	~~~	~~~	-1.804	-1.376	0.051	-1.427	~~~	~~~	~~~	~~~	-8.078	-7.368	-8.880	-7.519	-8.801	-8.876	-7.969
1.031_phenol--acetamide_1.50	-5.348	-5.266	~~~	-5.267	~~~	-0.968	-1.164	~~~	-1.229	~~~	-1.276	~~~	-0.255	-0.713	-0.382	-0.783	~~~	~~~	-0.435	-0.795	~~~	~~~	-0.473	-0.803	~~~	~~~	-1.009	-0.771	0.019	-0.790	~~~	~~~	~~~	~~~	-5.220	-4.802	-5.698	-4.666	-5.792	-5.762	-5.245
1.031_phenol--acetamide_2.00	-2.339	-2.312	-2.309	-2.307	-2.306	-0.256	-0.313	-0.301	-0.333	-0.340	-0.348	-0.348	-0.031	-0.225	-0.068	-0.245	-0.062	-0.239	-0.085	-0.248	-0.091	-0.249	-0.098	-0.250	-0.098	-0.250	-0.265	-0.198	0.060	-0.258	-0.311	-0.239	0.025	-0.264	-2.081	-1.917	-2.247	-1.779	-2.378	-2.351	-2.259
1.032_phenol--acetone_0.80	2.850	2.669	2.681	2.624	2.611	-5.527	-7.008	-6.922	-7.547	-7.746	-7.940	-7.956	-1.476	-4.050	-2.482	-4.527	-2.428	-4.494	-2.917	-4.630	-3.089	-4.657	-3.235	-4.705	-3.270	-4.686	-4.676	-3.610	0.546	-4.155	-6.257	-5.026	-0.518	-4.508	-0.388	1.399	-2.118	-0.702	-2.259	-2.897	-0.860
1.032_phenol--acetone_0.85	-0.571	-0.672	~~~	-0.711	~~~	-5.005	-6.255	~~~	-6.705	~~~	-7.033	~~~	-1.411	-3.594	-2.253	-4.002	~~~	~~~	-2.616	-4.089	~~~	~~~	-2.881	-4.152	~~~	~~~	-4.325	-3.345	0.350	-3.695	~~~	~~~	~~~	~~~	-3.218	-1.629	-4.798	-3.329	-4.874	-5.383	-3.610
1.032_phenol--acetone_0.90	-2.817	-2.856	~~~	-2.895	~~~	-4.501	-5.557	~~~	-5.933	~~~	-6.206	~~~	-1.320	-3.182	-2.026	-3.531	~~~	~~~	-2.329	-3.604	~~~	~~~	-2.550	-3.656	~~~	~~~	-3.962	-3.068	0.211	-3.279	~~~	~~~	~~~	~~~	-4.948	-3.532	-6.392	-4.886	-6.422	-6.825	-5.241
1.032_phenol--acetone_0.95	-4.236	-4.229	~~~	-4.270	~~~	-4.028	-4.922	~~~	-5.235	~~~	-5.464	~~~	-1.216	-2.812	-1.810	-3.112	~~~	~~~	-2.063	-3.172	~~~	~~~	-2.247	-3.217	~~~	~~~	-3.602	-2.793	0.114	-2.907	~~~	~~~	~~~	~~~	-5.922	-4.658	-7.242	-5.717	-7.244	-7.556	-6.110
1.032_phenol--acetone_1.00	-5.076	-5.037	-5.029	-5.078	-5.080	-3.593	-4.350	-4.279	-4.612	-4.709	-4.802	-4.811	-1.108	-2.485	-1.609	-2.740	-1.566	-2.712	-1.820	-2.792	-1.903	-2.806	-1.974	-2.829	-1.991	-2.820	-3.257	-2.528	0.048	-2.576	-4.017	-3.196	-0.453	-2.744	-6.382	-5.252	-7.587	-6.059	-7.576	-7.813	-6.471
1.032_phenol--acetone_1.05	-5.518	-5.455	~~~	-5.493	~~~	-3.197	-3.839	~~~	-4.058	~~~	-4.218	~~~	-1.002	-2.196	-1.425	-2.414	~~~	~~~	-1.601	-2.457	~~~	~~~	-1.730	-2.489	~~~	~~~	-2.932	-2.277	0.006	-2.283	~~~	~~~	~~~	~~~	-6.495	-5.482	-7.593	-6.082	-7.587	-7.762	-6.513
1.032_phenol--acetone_1.10	-5.686	-5.607	~~~	-5.639	~~~	-2.841	-3.386	~~~	-3.570	~~~	-3.704	~~~	-0.900	-1.941	-1.258	-2.128	~~~	~~~	-1.406	-2.164	~~~	~~~	-1.513	-2.191	~~~	~~~	-2.630	-2.044	-0.020	-2.023	~~~	~~~	~~~	~~~	-6.382	-5.473	-7.382	-5.902	-7.393	-7.517	-6.363
1.032_phenol--acetone_1.25	-5.307	-5.215	~~~	-5.228	~~~	-1.985	-2.318	~~~	-2.429	~~~	-2.510	~~~	-0.635	-1.350	-0.852	-1.465	~~~	~~~	-0.942	-1.487	~~~	~~~	-1.007	-1.503	~~~	~~~	-1.871	-1.454	-0.038	-1.416	~~~	~~~	~~~	~~~	-5.423	-4.757	-6.166	-4.856	-6.274	-6.298	-5.430
1.032_phenol--acetone_1.50	-3.866	-3.805	~~~	-3.803	~~~	-1.080	-1.232	~~~	-1.285	~~~	-1.323	~~~	-0.328	-0.752	-0.427	-0.806	~~~	~~~	-0.469	-0.816	~~~	~~~	-0.500	-0.822	~~~	~~~	-1.019	-0.788	0.008	-0.796	~~~	~~~	~~~	~~~	-3.599	-3.199	-4.032	-3.088	-4.258	-4.216	-3.776
1.032_phenol--acetone_2.00	-1.857	-1.832	-1.830	-1.827	-1.826	-0.307	-0.352	-0.344	-0.370	-0.376	-0.383	-0.383	-0.056	-0.251	-0.086	-0.266	-0.082	-0.262	-0.101	-0.269	-0.106	-0.270	-0.112	-0.271	-0.112	-0.271	-0.269	-0.199	0.074	-0.273	-0.306	-0.234	0.043	-0.277	-1.575	-1.417	-1.723	-1.337	-1.883	-1.862	-1.784
1.033_phenol--dimethylcarbonate_0.80	7.636	7.319	7.333	7.281	7.271	-11.590	-13.329	-13.215	-13.901	-14.113	-14.318	-14.335	-4.845	-6.744	-5.969	-7.360	-5.899	-7.316	-6.406	-7.495	-6.580	-7.532	-6.725	-7.594	-6.763	-7.572	-10.025	-8.135	-2.023	-6.112	-11.729	-9.574	-3.045	-6.529	3.197	5.456	1.032	2.403	0.121	-0.570	1.712
1.033_phenol--dimethylcarbonate_0.85	3.396	3.181	~~~	3.143	~~~	-10.200	-11.634	~~~	-12.098	~~~	-12.437	~~~	-4.302	-5.898	-5.222	-6.412	~~~	~~~	-5.575	-6.523	~~~	~~~	-5.833	-6.604	~~~	~~~	-8.907	-7.222	-1.862	-5.359	~~~	~~~	~~~	~~~	-0.071	1.944	-2.068	-0.460	-2.716	-3.278	-1.140
1.033_phenol--dimethylcarbonate_0.90	0.508	0.371	~~~	0.332	~~~	-8.968	-10.152	~~~	-10.528	~~~	-10.803	~~~	-3.809	-5.159	-4.564	-5.588	~~~	~~~	-4.849	-5.679	~~~	~~~	-5.058	-5.746	~~~	~~~	-7.894	-6.396	-1.697	-4.699	~~~	~~~	~~~	~~~	-2.166	-0.371	-3.993	-2.233	-4.467	-4.911	-2.904
1.033_phenol--dimethylcarbonate_0.95	-1.426	-1.500	~~~	-1.539	~~~	-7.881	-8.860	~~~	-9.166	~~~	-9.389	~~~	-3.366	-4.515	-3.986	-4.874	~~~	~~~	-4.217	-4.949	~~~	~~~	-4.386	-5.004	~~~	~~~	-6.983	-5.654	-1.532	-4.122	~~~	~~~	~~~	~~~	-3.451	-1.854	-5.111	-3.263	-5.469	-5.808	-3.915
1.033_phenol--dimethylcarbonate_1.00	-2.684	-2.712	-2.705	-2.747	-2.748	-6.925	-7.735	-7.652	-7.984	-8.076	-8.166	-8.173	-2.969	-3.956	-3.480	-4.255	-3.430	-4.222	-3.667	-4.317	-3.742	-4.334	-3.804	-4.362	-3.821	-4.352	-6.168	-4.990	-1.374	-3.617	-6.906	-5.591	-1.802	-3.790	-4.176	-2.756	-5.677	-3.793	-5.968	-6.217	-4.445
1.033_phenol--dimethylcarbonate_1.05	-3.466	-3.460	~~~	-3.489	~~~	-6.086	-6.756	~~~	-6.959	~~~	-7.107	~~~	-2.617	-3.469	-3.038	-3.718	~~~	~~~	-3.190	-3.770	~~~	~~~	-3.300	-3.807	~~~	~~~	-5.442	-4.400	-1.224	-3.176	~~~	~~~	~~~	~~~	-4.522	-3.260	-5.872	-3.998	-6.137	-6.311	-4.679
1.033_phenol--dimethylcarbonate_1.10	-3.914	-3.885	~~~	-3.908	~~~	-5.350	-5.905	~~~	-6.071	~~~	-6.192	~~~	-2.304	-3.046	-2.651	-3.254	~~~	~~~	-2.775	-3.296	~~~	~~~	-2.865	-3.327	~~~	~~~	-4.796	-3.875	-1.083	-2.791	~~~	~~~	~~~	~~~	-4.619	-3.497	-5.827	-3.998	-6.095	-6.208	-4.734
1.033_phenol--dimethylcarbonate_1.25	-4.129	-4.080	~~~	-4.087	~~~	-3.642	-3.958	~~~	-4.050	~~~	-4.118	~~~	-1.565	-2.076	-1.761	-2.198	~~~	~~~	-1.829	-2.221	~~~	~~~	-1.879	-2.239	~~~	~~~	-3.270	-2.635	-0.729	-1.906	~~~	~~~	~~~	~~~	-4.180	-3.391	-5.025	-3.454	-5.363	-5.352	-4.367
1.033_phenol--dimethylcarbonate_1.50	-3.251	-3.218	~~~	-3.214	~~~	-1.935	-2.067	~~~	-2.104	~~~	-2.132	~~~	-0.813	-1.123	-0.893	-1.174	~~~	~~~	-0.921	-1.184	~~~	~~~	-0.941	-1.190	~~~	~~~	-1.714	-1.373	-0.342	-1.031	~~~	~~~	~~~	~~~	-2.920	-2.474	-3.365	-2.316	-3.759	-3.691	-3.314
1.033_phenol--dimethylcarbonate_2.00	-1.660	-1.648	-1.648	-1.645	-1.645	-0.587	-0.616	-0.611	-0.626	-0.630	-0.634	-0.634	-0.223	-0.364	-0.241	-0.376	-0.238	-0.373	-0.249	-0.378	-0.252	-0.378	-0.255	-0.379	-0.254	-0.379	-0.487	-0.382	-0.047	-0.335	-0.511	-0.400	-0.064	-0.336	-1.404	-1.257	-1.526	-1.187	-1.720	-1.693	-1.658
1.034_phenol--dimethylether_0.80	2.614	2.378	2.394	2.326	2.315	-5.080	-6.336	-6.276	-6.805	-6.980	-7.147	-7.163	-1.592	-3.488	-2.459	-3.878	-2.422	-3.854	-2.843	-3.962	-2.995	-3.985	-3.124	-4.024	-3.154	-4.009	-4.173	-3.312	0.087	-3.399	-5.596	-4.577	-0.864	-3.713	-0.512	1.110	-2.002	-0.428	-1.813	-2.458	-0.674
1.034_phenol--dimethylether_0.85	-0.666	-0.815	~~~	-0.859	~~~	-4.587	-5.636	~~~	-6.024	~~~	-6.306	~~~	-1.511	-3.077	-2.229	-3.407	~~~	~~~	-2.546	-3.477	~~~	~~~	-2.778	-3.528	~~~	~~~	-3.862	-3.071	-0.067	-3.005	~~~	~~~	~~~	~~~	-3.260	-1.838	-4.598	-3.034	-4.396	-4.905	-3.413
1.034_phenol--dimethylether_0.90	-2.787	-2.868	~~~	-2.910	~~~	-4.108	-4.986	~~~	-5.307	~~~	-5.541	~~~	-1.405	-2.703	-2.002	-2.984	~~~	~~~	-2.265	-3.042	~~~	~~~	-2.456	-3.085	~~~	~~~	-3.532	-2.814	-0.167	-2.647	~~~	~~~	~~~	~~~	-4.909	-3.658	-6.116	-4.562	-5.905	-6.303	-5.017
1.034_phenol--dimethylether_0.95	-4.097	-4.129	~~~	-4.171	~~~	-3.658	-4.396	~~~	-4.661	~~~	-4.855	~~~	-1.289	-2.370	-1.787	-2.609	~~~	~~~	-2.004	-2.657	~~~	~~~	-2.163	-2.692	~~~	~~~	-3.202	-2.556	-0.229	-2.326	~~~	~~~	~~~	~~~	-5.808	-4.704	-6.900	-5.361	-6.689	-6.998	-5.861
1.034_phenol--dimethylether_1.00	-4.847	-4.843	-4.831	-4.885	-4.885	-3.245	-3.866	-3.817	-4.086	-4.168	-4.246	-4.255	-1.170	-2.075	-1.588	-2.278	-1.559	-2.258	-1.768	-2.318	-1.839	-2.330	-1.899	-2.348	-1.913	-2.342	-2.883	-2.305	-0.263	-2.042	-3.554	-2.887	-0.696	-2.191	-6.203	-5.224	-7.191	-5.678	-6.991	-7.227	-6.201
1.034_phenol--dimethylether_1.05	-5.216	-5.184	~~~	-5.224	~~~	-2.871	-3.395	~~~	-3.578	~~~	-3.712	~~~	-1.054	-1.817	-1.406	-1.989	~~~	~~~	-1.555	-2.023	~~~	~~~	-1.664	-2.048	~~~	~~~	-2.582	-2.068	-0.278	-1.790	~~~	~~~	~~~	~~~	-6.264	-5.394	-7.159	-5.682	-6.979	-7.158	-6.218
1.034_phenol--dimethylether_1.10	-5.329	-5.276	~~~	-5.311	~~~	-2.537	-2.980	~~~	-3.133	~~~	-3.244	~~~	-0.946	-1.591	-1.242	-1.738	~~~	~~~	-1.367	-1.766	~~~	~~~	-1.458	-1.787	~~~	~~~	-2.304	-1.849	-0.278	-1.570	~~~	~~~	~~~	~~~	-6.113	-5.336	-6.923	-5.492	-6.770	-6.903	-6.043
1.034_phenol--dimethylether_1.25	-4.867	-4.788	~~~	-4.802	~~~	-1.748	-2.017	~~~	-2.107	~~~	-2.173	~~~	-0.670	-1.077	-0.850	-1.167	~~~	~~~	-0.924	-1.183	~~~	~~~	-0.977	-1.195	~~~	~~~	-1.612	-1.301	-0.238	-1.063	~~~	~~~	~~~	~~~	-5.089	-4.529	-5.688	-4.439	-5.631	-5.678	-5.032
